file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Pronto Soccorso di Campostaggia Azienda USL Toscana Sud Est,"Ospedale (Pronto soccorso, ecc.)",,,nome,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,SEUS - Servizio Emergenza Urgenza Sociale,Altro,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,UTES - Unità Territoriali Emergenza Sociale,Altro,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,118,"Ospedale (Pronto soccorso, ecc.)",,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Fondazione Territori Sociali Altavaldelsa,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Società della Salute Alta Val d'Elsa,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Servizi sociali comunali,Servizi sociali comunali,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Polizie Municipali dei Comuni della Valdelsa,Polizia Municipale,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Polizia Municipale di Poggibonsi,Polizia Municipale,Poggibonsi,,comune,Poggibonsi,exact,052022,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Polizia Municipale di Colle Val d’Elsa,Polizia Municipale,Colle di Val d’Elsa,,comune,Colle di Val d'Elsa,exact,052012,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Polizia Municipale di San Gimignano,Polizia Municipale,San Gimignano,,comune,San Gimignano,exact,052028,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Polizia Municipale di Casole d’Elsa,Polizia Municipale,Casole d’Elsa,,comune,Casole d'Elsa,exact,052004,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Polizia Municipale di Radicondoli,Polizia Municipale,Radicondoli,,comune,Radicondoli,exact,052025,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Prefettura di Siena,Prefettura,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Procura della Repubblica di Siena,Procura Ordinaria/Tribunale/Corte d'appello,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Forze di Polizia Giudiziaria,Carabinieri/Polizia/altre forze dell'ordine,,,nome,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Comando Provinciale dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Guardia di Finanza,Carabinieri/Polizia/altre forze dell'ordine,,,nome,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Questura di Siena,Questura,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Associazione Atelier Vantaggio Donna,ASSOCIAZIONI DI PROMOZIONE SOCIALE,,CASTELFIORENTINO,comune_runts,Castelfiorentino,exact,048010,248,Firenze,FI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,CAM Firenze,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,SMA,Altro,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,SERD,Altro,,,none,,none,,,,,,
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Ordine degli Avvocati di Siena,Ordine avvocati,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,CPO dell’Ordine degli Avvocati di Siena,Organismi di parità,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Ordine dei Dottori Commercialisti e degli Esperti Contabili di Siena,Altri ordini professionali,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Comitato Pari Opportunità dell’Ordine dei Dottori Commercialisti e degli Esperti Contabili di Siena,Organismi di parità,,,nome,Siena,exact,052032,052,Siena,SI,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Prefettura di Massa-Carrara,Prefettura,Massa Carrara,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Provincia di Massa Carrara,Province/Città metropolitane,Massa Carrara,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Comune di Massa,Comuni,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Comune di Carrara,Comuni,Carrara,,comune,Carrara,exact,045003,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Comune di Montignoso,Comuni,Montignoso,,comune,Montignoso,exact,045011,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Ufficio Scolastico Provinciale,Scuole/Ufficio scolastico provinciale e regionale,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Azienda Sanitaria Locale n. 1 di Massa Carrara,ASL (consultori familiari e altri servizi territoriali),Massa Carrara,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Societa della Salute della Lunigiana,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Questura di Massa Carrara,Questura,Massa Carrara,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Comando Provinciale dei Carabinieri di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Massa Carrara,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Comando Provinciale della Guardia di Finanza di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Massa Carrara,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Duna di Massa,CAV/Centri Antiviolenza,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna di Massa,CAV/Centri Antiviolenza,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Donna chiama Donna di Carrara,CAV/Centri Antiviolenza,Carrara,,comune,Carrara,exact,045003,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna della Lunigiana,CAV/Centri Antiviolenza,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Centro di Ascolto Sabine di Montignoso,CAV/Centri Antiviolenza,Montignoso,,comune,Montignoso,exact,045011,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro di Ascolto Centro Italiano Femminile di Carrara,Centri/Sportelli di ascolto,Carrara,,comune,Carrara,exact,045003,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Associazione A.R.P.A.,Ente terzo settore - ETS (iscritto al RUNTS),Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Associazione C.LF.,Ente terzo settore - ETS (iscritto al RUNTS),Carrara,,comune,Carrara,exact,045003,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Donna Provinciale,CAV/Centri Antiviolenza,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Donna Chiama Donna,CAV/Centri Antiviolenza,Massa,,comune,Massa,exact,045010,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Donna Lunigiana,CAV/Centri Antiviolenza,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Centro Sabine,CAV/Centri Antiviolenza,Montignoso,,comune,Montignoso,exact,045011,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Servizi Sociali dei Comuni di Costa,Servizi sociali comunali,,,nome,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Servizi Sociali e Sanitari della Societa della Salute,Servizi sociali comunali,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Ospedale (Pronto Soccorso),"Ospedale (Pronto soccorso, ecc.)",,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Consultorio principale,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Direttore Sanitario,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Organizzazione delle Nazioni Unite,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Unione Europea,ORGANIZZAZIONI DI VOLONTARIATO,,FIRENZE,comune_runts,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Organizzazione Mondiale della Sanita,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Consiglio d'Europa,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Istat,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,C.I.S.M.A.I.,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Regione Toscana,Regioni/Province Autonome,Toscana,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Giunta della Regione Toscana,Regioni/Province Autonome,Toscana,,comune,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica di Firenze,Procura Ordinaria/Tribunale/Corte d'appello,Firenze,,comune,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Presidenza del Consiglio dei Ministri,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Conferenza unificata Stato-Regioni,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Terzo Settore,Altro,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica presso il Tribunale ordinario,Procura Ordinaria/Tribunale/Corte d'appello,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Tribunale per i Minorenni,Procura Minorile/Tribunale minorile,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica minorile,Procura Minorile/Tribunale minorile,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Procura del Tribunale dei Minori di Genova,Procura Minorile/Tribunale minorile,Genova,,comune,Genova,exact,010025,210,Genova,GE,07,Liguria
09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna Lunigiana,CAV/Centri Antiviolenza,,,none,,none,,,,,,
09_APUANE_2015 Protocollo Prefettura.txt,Centro di Ascolto C.I.F. di Carrara,Centri/Sportelli di ascolto,Carrara,,comune,Carrara,exact,045003,045,Massa-Carrara,MS,09,Toscana
09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna Carrara,CAV/Centri Antiviolenza,Carrara,,comune,Carrara,exact,045003,045,Massa-Carrara,MS,09,Toscana
09_AREZZO Prot_2024-2026.txt,Prefettura di Arezzo,Prefettura,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Provincia di Arezzo,Province/Città metropolitane,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Procura della Repubblica presso il Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,Scuole/Ufficio scolastico provinciale e regionale,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Conferenza dei Sindaci della Zona Aretina,Comuni,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino,Comuni,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci del Valdarno,Comuni,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci della Valdichiana Aretina,Comuni,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana,Comuni,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Consigliera Provinciale di Parità,Organismi di parità,,,nome,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Associazione “Pronto Donna” Centro Antiviolenza,CAV/Centri Antiviolenza,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Comune di Arezzo,Comuni,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Azienda Usl n. 8,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Territoriale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Provinciale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Ufficio delle Consigliere di Parità per la Provincia di Arezzo,Organismi di parità,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Zone Socio-Sanitarie,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,FF.OO.,Carabinieri/Polizia/altre forze dell'ordine,,,none,,none,,,,,,
09_AREZZO Prot_2024-2026.txt,Questura di Arezzo,Questura,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Comando Provinciale dei Carabinieri di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_AREZZO Prot_2024-2026.txt,Comando Provinciale della Guardia di Finanza di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Arezzo,,comune,Arezzo,exact,051002,051,Arezzo,AR,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Firenze,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze,Comuni,Firenze,,comune,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Mugello,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Fiorentina Nord Ovest,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Fiorentina Sud Est,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Citta Metropolitana di Firenze,Province/Città metropolitane,,,nome,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Centro Antiviolenza Associazione Artemisia APS,CAV/Centri Antiviolenza,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Centro antiviolenza Artemisia,CAV/Centri Antiviolenza,Firenze,,comune,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Codice Rosa,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Servizi sociali,Servizi sociali comunali,Firenze,,comune,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Area Tutela Valery,Servizi sociali comunali,Firenze,,comune,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Quartiere 5 del Comune di Firenze,Comuni,Firenze,,comune,Firenze,exact,048017,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Barberino del Mugello,Comuni,Barberino del Mugello,,comune,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Borgo San Lorenzo,Comuni,Borgo San Lorenzo,,comune,Borgo San Lorenzo,exact,048004,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Campi Bisenzio,Comuni,Campi Bisenzio,,comune,Campi Bisenzio,exact,048006,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Sesto Fiorentino,Comuni,Sesto Fiorentino,,comune,Sesto Fiorentino,exact,048043,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Lastra a Signa,Comuni,Lastra a Signa,,comune,Lastra a Signa,exact,048024,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Scandicci,Comuni,Scandicci,,comune,Scandicci,exact,048041,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Tavarnelle Val di Pesa,Comuni,Tavarnelle Val di Pesa,,comune,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,San Casciano Val di Pesa,Comuni,San Casciano Val di Pesa,,comune,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Figline e Incisa Valdarno,Comuni,Figline e Incisa Valdarno,,comune,Figline e Incisa Valdarno,exact,048052,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Pontassieve,Comuni,Pontassieve,,comune,Pontassieve,exact,048033,248,Firenze,FI,09,Toscana
09_FIRENZE Linee-di-indirizzo2024.txt,Servizi sociali,Servizi sociali comunali,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Nord Ovest: Servizi sociali,Servizi sociali comunali,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Sud Est: Servizi sociali,Servizi sociali comunali,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Mugello: Servizi sociali,Servizi sociali comunali,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Nord Ovest: Codice Rosa,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Sud Est: Codice Rosa,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Mugello: Codice Rosa,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,SEUS - Servizio emergenza urgenza sociale,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Referente Emergenza Sociale (RES) di zona,Altro,,,nome,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,CAM Centro Uomini Maltrattanti,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Autorita giudiziaria,Procura Ordinaria/Tribunale/Corte d'appello,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Procura minorile,Procura Minorile/Tribunale minorile,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Tribunale Ordinario,Procura Ordinaria/Tribunale/Corte d'appello,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Presidente del Tribunale,Procura Ordinaria/Tribunale/Corte d'appello,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,Regione Toscana,Regioni/Province Autonome,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,European Society Stress Traumatic Studies,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,OMS,Altro,,,none,,none,,,,,,
09_FIRENZE Linee-di-indirizzo2024.txt,CISMAI,Altro,,,none,,none,,,,,,
09_GROSSETO 2022 fpdf.txt,Provincia di Grosseto,Province/Città metropolitane,Grosseto,,comune,Grosseto,exact,053011,053,Grosseto,GR,09,Toscana
09_GROSSETO 2022 fpdf.txt,Azienda USL Toscana Sud est,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
09_GROSSETO 2022 fpdf.txt,Centro antiviolenza “Olympia de Gouges” di Grosseto e Orbetello,CAV/Centri Antiviolenza,,,none,,none,,,,,,
09_GROSSETO 2022 fpdf.txt,Centro antiviolenza “Tutto é vita — Elisabetta Fiorilli” Grosseto,CAV/Centri Antiviolenza,Grosseto,GROSSETO,comune,Grosseto,exact,053011,053,Grosseto,GR,09,Toscana
09_GROSSETO 2022 fpdf.txt,Comune di Campagnatico,Comuni,Campagnatico,,comune,Campagnatico,exact,053002,053,Grosseto,GR,09,Toscana
09_GROSSETO 2022 fpdf.txt,Comune di Capalbio,Comuni,Capalbio,,comune,Capalbio,exact,053003,053,Grosseto,GR,09,Toscana
09_GROSSETO 2022 fpdf.txt,Comune di Castiglione della Pescaia,Comuni,Castiglione della Pescaia,,comune,Castiglione della Pescaia,exact,053006,053,Grosseto,GR,09,Toscana
09_GROSSETO 2022 fpdf.txt,Comune di Cinigiano,Comuni,Cinigiano,,comune,Cinigiano,exact,053007,053,Grosseto,GR,09,Toscana
