file,nome,tipo,comune,provincia,sigla_provincia,regione,codice_comune,codice_provincia,codice_regione,livello_territoriale,lat,lon,ruolo,governance_detail,ente_capofila,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,is_governance_generica,is_ente_capofila,nome_key,tipo_key,comune_key,provincia_key,regione_key,ruolo_key,livello_key
01_2406_rta_01_240904120005_4166---protocollo.txt,Procura Generale presso la Corte di Appello di Torino,Procura Ordinaria/Tribunale/Corte d'appello,Torino,Torino,TO,Piemonte,001272,201,01,comune,45.073289,7.680696,,,no,False,False,False,False,False,False,False,False,False,procura generale presso la corte di appello di torino,procura ordinaria/tribunale/corte d'appello,torino,torino,piemonte,,comune
01_2406_rta_01_240904120005_4166---protocollo.txt,Ambito Territoriale X di Biella - Ufficio Scolastico Regionale per il Piemonte - MIUR,Scuole/Ufficio scolastico provinciale e regionale,Biella,Biella,BI,Piemonte,096004,096,01,provincia,45.571168,8.100825,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,ambito territoriale x di biella - ufficio scolastico regionale per il piemonte - miur,scuole/ufficio scolastico provinciale e regionale,biella,biella,piemonte,"firmatario, attore",provincia
01_2406_rta_01_240904120005_4166---protocollo.txt,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,dipartimento culture politica e società dell’università degli studi di torino (polo di biella),università,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione PaViol Percorsi Antiviolenza,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione paviol percorsi antiviolenza,associazioni di promozione sociale,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Underground,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione underground,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Donne Nuove,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione donne nuove,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Se Non Ora Quando? Biella,Ente terzo settore - ETS (iscritto al RUNTS),Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione se non ora quando? biella,ente terzo settore - ets (iscritto al runts),biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904120005_4166---protocollo.txt,Centro I Germogli,Case Rifugio,Ponderano,Biella,BI,Piemonte,096047,096,01,comune,45.538508,8.05681,attore,,no,False,False,True,False,False,False,False,False,False,centro i germogli,case rifugio,ponderano,biella,piemonte,attore,comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Consorzio CISSABO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Cossato,Biella,BI,Piemonte,096020,096,01,comune,45.570111,8.180597,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consorzio cissabo,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",cossato,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Consorzio IRIS,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consorzio iris,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,ASL BI,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,asl bi,asl (consultori familiari e altri servizi territoriali),biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Anteo Impresa Cooperativa Sociale,IMPRESE SOCIALI,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,anteo impresa cooperativa sociale,imprese sociali,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Non sei sola. Uscire dal silenzio - Contro la violenza OdV,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione non sei sola. uscire dal silenzio - contro la violenza odv,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Underground OdV,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione underground odv,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione di Promozione Sociale PaViol Percorsi Antiviolenza APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione di promozione sociale paviol percorsi antiviolenza aps,associazioni di promozione sociale,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Centro Antiviolenza di Biella,CAV/Centri Antiviolenza,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,centro antiviolenza di biella,cav/centri antiviolenza,biella,biella,piemonte,attore,comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Provincia di Biella,Province/Città metropolitane,Biella,Biella,BI,Piemonte,096004,096,01,provincia,45.571168,8.100825,,,no,False,False,False,False,False,False,False,False,False,provincia di biella,province/città metropolitane,biella,biella,piemonte,,provincia
01_2406_rta_01_240904121349_4166---convenzione.txt,Università degli Studi di Torino,Università,Torino,Torino,TO,Piemonte,001272,201,01,comune,45.073289,7.680696,,,no,False,False,False,False,False,False,False,False,False,università degli studi di torino,università,torino,torino,piemonte,,comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Ambito Territoriale n. 10 di Biella,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,,,no,False,False,False,False,False,False,False,False,False,ambito territoriale n. 10 di biella,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",biella,biella,piemonte,,comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Consultorio ASL BI di Biella,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consultorio asl bi di biella,asl (consultori familiari e altri servizi territoriali),biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Donne Nuove,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,,,no,False,False,False,False,False,False,False,False,False,associazione donne nuove,organizzazioni di volontariato,biella,biella,piemonte,,comune
01_2406_rta_01_240904121349_4166---convenzione.txt,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,,,no,False,False,False,False,False,False,False,False,False,dipartimento culture politica e società dell’università degli studi di torino (polo di biella),università,biella,biella,piemonte,,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio C.I.S.S.A.B.0.,Altro,Cossato,Biella,BI,Piemonte,096020,096,01,comune,45.570111,8.180597,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consorzio c.i.s.s.a.b.0.,altro,cossato,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio I.R.I.S,Altro,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consorzio i.r.i.s,altro,biella,biella,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Amministrazione Provinciale di Biella,Province/Città metropolitane,Biella,Biella,BI,Piemonte,096004,096,01,provincia,45.571168,8.100825,attore,,no,False,False,True,False,False,False,False,False,False,amministrazione provinciale di biella,province/città metropolitane,biella,biella,piemonte,attore,provincia
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Azienda Sanitaria Locale di Biella,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,azienda sanitaria locale di biella,asl (consultori familiari e altri servizi territoriali),biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio Intercomunale Servizi Socio Assistenziali I.R.I.S.,CAV/Centri Antiviolenza,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,,,no,False,False,False,False,False,False,False,False,False,consorzio intercomunale servizi socio assistenziali i.r.i.s.,cav/centri antiviolenza,biella,biella,piemonte,,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio Intercomunale Servizi Socio Assistenziali del Biellese Orientale C.I.S.S.A.B.0.,CAV/Centri Antiviolenza,Cossato,Biella,BI,Piemonte,096020,096,01,comune,45.570111,8.180597,,,no,False,False,False,False,False,False,False,False,False,consorzio intercomunale servizi socio assistenziali del biellese orientale c.i.s.s.a.b.0.,cav/centri antiviolenza,cossato,biella,piemonte,,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consigliera Provinciale di Parità di Biella,Organismi di parità,Biella,Biella,BI,Piemonte,096004,096,01,provincia,45.571168,8.100825,attore,,no,False,False,True,False,False,False,False,False,False,consigliera provinciale di parità di biella,organismi di parità,biella,biella,piemonte,attore,provincia
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Procura della Repubblica presso il Tribunale Ordinario di Biella,Procura Ordinaria/Tribunale/Corte d'appello,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,procura della repubblica presso il tribunale ordinario di biella,procura ordinaria/tribunale/corte d'appello,biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Ambito Territoriale X di Biella,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,ambito territoriale x di biella,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Dipartimento Culture Politica e Società dell'Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,dipartimento culture politica e società dell'università degli studi di torino (polo di biella),università,biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione PaViol Percorsi Antiviolenza,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,associazione paviol percorsi antiviolenza,associazioni di promozione sociale,biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione Underground,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,associazione underground,organizzazioni di volontariato,biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione Se Non Ora Quando? Biella,Ente terzo settore - ETS (iscritto al RUNTS),Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,associazione se non ora quando? biella,ente terzo settore - ets (iscritto al runts),biella,biella,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Cooperativa Sociale Anteo,IMPRESE SOCIALI,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"attore, gestione",gestione,no,False,False,True,True,False,False,True,False,False,cooperativa sociale anteo,imprese sociali,biella,biella,piemonte,"attore, gestione",comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Comune di Biella,Comuni,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"attore, gestione",gestione,no,False,False,True,True,False,False,True,False,False,comune di biella,comuni,biella,biella,piemonte,"attore, gestione",comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Ospedale di Ponderano,"Ospedale (Pronto soccorso, ecc.)",Ponderano,Biella,BI,Piemonte,096047,096,01,comune,45.538508,8.05681,,,no,False,False,False,False,False,False,False,False,False,ospedale di ponderano,"ospedale (pronto soccorso, ecc.)",ponderano,biella,piemonte,,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Servizio Sociale,Servizi sociali comunali,Lessolo,Torino,TO,Piemonte,001132,201,01,comune,45.475777,7.814044,attore,,no,False,False,True,False,False,False,False,False,False,servizio sociale,servizi sociali comunali,lessolo,torino,piemonte,attore,comune
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Città di Biella,Comuni,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,attore,,no,False,False,True,False,False,False,False,False,False,città di biella,comuni,biella,biella,piemonte,attore,comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,ASSOCIAZIONE MAMRE ONLUS,ORGANIZZAZIONI DI VOLONTARIATO,Borgomanero,Novara,NO,Piemonte,003024,003,01,comune,45.698741,8.463109,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,associazione mamre onlus,organizzazioni di volontariato,borgomanero,novara,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,PROVINCIA DI NOVARA,Province/Città metropolitane,Novara,Novara,NO,Piemonte,003106,003,01,provincia,45.606351,8.522902,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,provincia di novara,province/città metropolitane,novara,novara,piemonte,"firmatario, attore",provincia
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,CONSORZIO INTERCOMUNALE PER LA GESTIONE DEI SERVIZI SOCIOASSISTENZIALI DI BORGOMANERO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Borgomanero,Novara,NO,Piemonte,003024,003,01,comune,45.698741,8.463109,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consorzio intercomunale per la gestione dei servizi socioassistenziali di borgomanero,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",borgomanero,novara,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,CONSORZIO INTERCOMUNALE PER LA GESTIONE DEI SERVIZI SOCIOASSISTENZIALI DI CASTELLETTO SOPRA TICINO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Castelletto Sopra Ticino,Novara,NO,Piemonte,003043,003,01,comune,45.714051,8.642354,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,consorzio intercomunale per la gestione dei servizi socioassistenziali di castelletto sopra ticino,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",castelletto sopra ticino,novara,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,COMUNE DI ARONA,Comuni,Arona,Novara,NO,Piemonte,003008,003,01,comune,45.760443,8.559666,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,comune di arona,comuni,arona,novara,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,C.I.S.S. di Borgomanero,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Borgomanero,Novara,NO,Piemonte,003024,003,01,comune,45.698741,8.463109,attore,,no,False,False,True,False,False,False,False,False,False,c.i.s.s. di borgomanero,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",borgomanero,novara,piemonte,attore,comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,C.I.S.A.S. di Castelletto Sopra Ticino,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Marano Ticino,Novara,NO,Piemonte,003091,003,01,comune,45.62976,8.631937,attore,,no,False,False,True,False,False,False,False,False,False,c.i.s.a.s. di castelletto sopra ticino,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",marano ticino,novara,piemonte,attore,comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,Comuni convenzionati con Arona,Comuni,Arona,Novara,NO,Piemonte,003008,003,01,comune,45.760443,8.559666,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,comuni convenzionati con arona,comuni,arona,novara,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,C.I.S.S. zona Cusio-Omegna,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",San Maurizio D’Opaglio,Novara,NO,Piemonte,003133,003,01,comune,45.77239,8.391001,attore,,no,False,False,True,False,False,False,False,False,False,c.i.s.s. zona cusio-omegna,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",san maurizio d’opaglio,novara,piemonte,attore,comune
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,Sportello Donna,Centri/Sportelli di ascolto,Arona,Novara,NO,Piemonte,003008,003,01,comune,45.760443,8.559666,,,no,False,False,False,False,False,False,False,False,False,sportello donna,centri/sportelli di ascolto,arona,novara,piemonte,,comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Associazione SvoltaDonna OdV —Centro Antiviolenza,CAV/Centri Antiviolenza,Pinerolo,Torino,TO,Piemonte,001191,201,01,comune,44.887333,7.33205,"firmatario, attore, gestione",gestione,no,True,False,True,True,False,False,True,False,False,associazione svoltadonna odv —centro antiviolenza,cav/centri antiviolenza,pinerolo,torino,piemonte,"firmatario, attore, gestione",comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Servizio Sovrazionale di Epidemiologia di Grugliasco (ASL TO3),Altro,Grugliasco,Torino,TO,Piemonte,001120,201,01,comune,45.061994,7.577786,"firmatario, attore",,no,True,False,True,False,False,False,False,False,False,servizio sovrazionale di epidemiologia di grugliasco (asl to3),altro,grugliasco,torino,piemonte,"firmatario, attore",comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Ospedale Civile di Pinerolo (TO),"Ospedale (Pronto soccorso, ecc.)",Pinerolo,Torino,TO,Piemonte,001191,201,01,comune,44.887333,7.33205,attore,,no,False,False,True,False,False,False,False,False,False,ospedale civile di pinerolo (to),"ospedale (pronto soccorso, ecc.)",pinerolo,torino,piemonte,attore,comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Presidio territoriale di Avigliana (TO),"Ospedale (Pronto soccorso, ecc.)",Avigliana,Torino,TO,Piemonte,001013,201,01,comune,45.079368,7.396352,attore,,no,False,False,True,False,False,False,False,False,False,presidio territoriale di avigliana (to),"ospedale (pronto soccorso, ecc.)",avigliana,torino,piemonte,attore,comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Ospedale degli Infermi di Rivoli (TO),"Ospedale (Pronto soccorso, ecc.)",Rivoli,Torino,TO,Piemonte,001219,201,01,comune,45.070133,7.533828,attore,,no,False,False,True,False,False,False,False,False,False,ospedale degli infermi di rivoli (to),"ospedale (pronto soccorso, ecc.)",rivoli,torino,piemonte,attore,comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Ospedale di Susa (TO),"Ospedale (Pronto soccorso, ecc.)",Susa,Torino,TO,Piemonte,001270,201,01,comune,45.135277,7.046416,attore,,no,False,False,True,False,False,False,False,False,False,ospedale di susa (to),"ospedale (pronto soccorso, ecc.)",susa,torino,piemonte,attore,comune
01_2406_rta_01_240904162242_4166---CONVENZIONETRAASLTO3ESVOLTADONNA.txt,Citta Metropolitana di Torino,Province/Città metropolitane,Torino,Torino,TO,Piemonte,001272,201,01,provincia,45.181515,7.570764,,,no,False,False,False,False,False,False,False,False,False,citta metropolitana di torino,province/città metropolitane,torino,torino,piemonte,,provincia
01_2406_rta_01_240909103717_4166---PROTOCOLLORETEANTIVIOLENZASVOLTADONNA.txt,Associazione SvoltaDonna,ORGANIZZAZIONI DI VOLONTARIATO,Pinerolo,Torino,TO,Piemonte,001191,201,01,comune,44.887333,7.33205,"firmatario, proponente, attore",,no,True,True,True,False,False,False,False,False,False,associazione svoltadonna,organizzazioni di volontariato,pinerolo,torino,piemonte,"firmatario, proponente, attore",comune
01_2406_rta_01_240909103717_4166---PROTOCOLLORETEANTIVIOLENZASVOLTADONNA.txt,Centro Antiviolenza SvoltaDonna,CAV/Centri Antiviolenza,Pinerolo,Torino,TO,Piemonte,001191,201,01,comune,44.887333,7.33205,"firmatario, proponente, attore",,no,True,True,True,False,False,False,False,False,False,centro antiviolenza svoltadonna,cav/centri antiviolenza,pinerolo,torino,piemonte,"firmatario, proponente, attore",comune
