id_rete,file,titolo_rete,regione,provincia,nome_soggetto,tipo_dettaglio,macro_tipologia,ruolo_proponente,ruolo_attore,ruolo_testo,comune_soggetto,sigla_provincia,codice_regione,codice_provincia,fonte_tipo,note
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Servizio di Salute Mentale Azienda USL Toscana Sud Est Zona Alta Valdelsa,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,1,attore,,,,,ASL (consultori familiari e altri servizi territoriali),
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,U.O.C. di Psicologia Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,1,attore,,,,,ASL (consultori familiari e altri servizi territoriali),Supporto psicologico e presa in carico maltrattanti
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,U.O Pronto Soccorso Azienda USL 7 - Monoblocco Alta Val d’Elsa,"Ospedale (Pronto soccorso, ecc.)",Settore Sanitario,0,1,attore,,,,,"Ospedale (Pronto soccorso, ecc.)",
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Pronto Soccorso di Campostaggia Azienda USL Toscana Sud Est,"Ospedale (Pronto soccorso, ecc.)",Settore Sanitario,0,1,attore,,,,,"Ospedale (Pronto soccorso, ecc.)",Referente Codice Rosa
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,SEUS - Servizio Emergenza Urgenza Sociale,Altro,Altro,0,1,attore,,,,,Altro,Centrale operativa emergenza e unità territoriali
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,UTES - Unità Territoriali Emergenza Sociale,Altro,Altro,0,1,attore,,,,,Altro,Braccio operativo del SEUS
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,118,"Ospedale (Pronto soccorso, ecc.)",Settore Sanitario,0,1,attore,,,,,"Ospedale (Pronto soccorso, ecc.)",Intervento emergenza urgenza
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Fondazione Territori Sociali Altavaldelsa,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Gestione servizi sociali area
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Società della Salute Alta Val d'Elsa,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Servizi sociali comunali,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,Presa in carico integrata
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Polizie Municipali dei Comuni della Valdelsa,Polizia Municipale,Servizi Comunali,0,1,attore,,,,,Polizia Municipale,Inclusi in firma singolarmente dai Comuni
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Polizia Municipale di Poggibonsi,Polizia Municipale,Servizi Comunali,1,1,soggetto_proponente;attore,Poggibonsi,SI,09,052,Polizia Municipale,Firmatario/aderente
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Polizia Municipale di Colle Val d’Elsa,Polizia Municipale,Servizi Comunali,0,1,attore,Colle di Val d’Elsa,SI,09,052,Polizia Municipale,Firmatario/aderente
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Polizia Municipale di San Gimignano,Polizia Municipale,Servizi Comunali,1,1,soggetto_proponente;attore,San Gimignano,SI,09,052,Polizia Municipale,Firmatario/aderente
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Polizia Municipale di Casole d’Elsa,Polizia Municipale,Servizi Comunali,1,1,soggetto_proponente;attore,Casole d’Elsa,SI,09,052,Polizia Municipale,Firmatario/aderente
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Polizia Municipale di Radicondoli,Polizia Municipale,Servizi Comunali,1,1,soggetto_proponente;attore,Radicondoli,SI,09,052,Polizia Municipale,Firmatario/aderente
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Prefettura di Siena,Prefettura,Settore Giudiziario,0,1,attore,Siena,SI,09,052,Prefettura,Firmatario del protocollo 2019 e aderente
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Procura della Repubblica di Siena,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,1,attore,Siena,SI,09,052,Procura Ordinaria/Tribunale/Corte d'appello,Firmatario
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Forze di Polizia Giudiziaria,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,1,attore,,,,,Carabinieri/Polizia/altre forze dell'ordine,
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Comando Provinciale dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,1,attore,,,,,Carabinieri/Polizia/altre forze dell'ordine,
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Guardia di Finanza,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,1,attore,,,,,Carabinieri/Polizia/altre forze dell'ordine,
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Questura di Siena,Questura,Settore Giudiziario,0,1,attore,Siena,SI,09,052,Questura,
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Firenze,Associazione Atelier Vantaggio Donna,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Altro,0,1,attore,Castelfiorentino,FI,09,248,runts_natura,Supporto tecnico-progettuale e formazione
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,CAM Firenze,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Altro,0,1,attore,,,,,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Destinato a uomini autori di violenza
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,SMA,Altro,Altro,0,1,attore,,,,,Altro,Servizio specialistico
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,SERD,Altro,Altro,0,1,attore,,,,,Altro,Servizio per le dipendenze
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Ordine degli Avvocati di Siena,Ordine avvocati,Settore Giudiziario,0,1,attore,Siena,SI,09,052,Ordine avvocati,Firmatario
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,CPO dell’Ordine degli Avvocati di Siena,Organismi di parità,Territorio,0,1,attore,Siena,SI,09,052,Organismi di parità,
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Ordine dei Dottori Commercialisti e degli Esperti Contabili di Siena,Altri ordini professionali,Altro,0,1,attore,Siena,SI,09,052,Altri ordini professionali,Firmatario
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,Comitato Pari Opportunità dell’Ordine dei Dottori Commercialisti e degli Esperti Contabili di Siena,Organismi di parità,Territorio,0,1,attore,Siena,SI,09,052,Organismi di parità,Firmatario
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Prefettura di Massa-Carrara,Prefettura,Settore Giudiziario,0,1,firmatario;attore,Massa Carrara,,,,Prefettura,"Firmatario del protocollo, ruolo di raccordo della rete"
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Provincia di Massa Carrara,Province/Città metropolitane,Province/Città metropolitane,0,1,firmatario;attore,Massa Carrara,,,,Province/Città metropolitane,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Comune di Massa,Comuni,Servizi Comunali,0,1,firmatario;attore,Massa,MS,09,045,Comuni,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Comune di Carrara,Comuni,Servizi Comunali,0,1,firmatario;attore,Carrara,MS,09,045,Comuni,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Comune di Montignoso,Comuni,Servizi Comunali,0,1,firmatario;attore,Montignoso,MS,09,045,Comuni,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,1,firmatario;attore,Massa,MS,09,045,Procura Ordinaria/Tribunale/Corte d'appello,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Procura della Repubblica di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,1,firmatario;attore,Massa,MS,09,045,Procura Ordinaria/Tribunale/Corte d'appello,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Ufficio Scolastico Provinciale,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,0,1,firmatario;attore,,,,,Scuole/Ufficio scolastico provinciale e regionale,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Azienda Sanitaria Locale n. 1 di Massa Carrara,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,1,firmatario;attore,Massa Carrara,,,,ASL (consultori familiari e altri servizi territoriali),Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Societa della Salute della Lunigiana,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,firmatario;attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Questura di Massa Carrara,Questura,Settore Giudiziario,0,1,firmatario;attore,Massa Carrara,,,,Questura,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Comando Provinciale dei Carabinieri di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,1,firmatario;attore,Massa Carrara,,,,Carabinieri/Polizia/altre forze dell'ordine,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Comando Provinciale della Guardia di Finanza di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,1,firmatario;attore,Massa Carrara,,,,Carabinieri/Polizia/altre forze dell'ordine,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Antiviolenza Duna di Massa,CAV,CAV e Case Rifugio,0,1,firmatario;attore,Massa,MS,09,045,CAV/Centri Antiviolenza,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Antiviolenza Centro Donna di Massa,CAV,CAV e Case Rifugio,0,1,firmatario;attore,Massa,MS,09,045,CAV/Centri Antiviolenza,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Antiviolenza Donna chiama Donna di Carrara,CAV,CAV e Case Rifugio,0,1,firmatario;attore,Carrara,MS,09,045,CAV/Centri Antiviolenza,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Antiviolenza Centro Donna della Lunigiana,CAV,CAV e Case Rifugio,0,1,firmatario;attore,,,,,CAV/Centri Antiviolenza,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro di Ascolto Sabine di Montignoso,CAV,CAV e Case Rifugio,0,1,firmatario;attore,Montignoso,MS,09,045,lista_cav,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro di Ascolto Centro Italiano Femminile di Carrara,Centri/Sportelli di ascolto,Altro,0,1,firmatario;attore,Carrara,MS,09,045,Centri/Sportelli di ascolto,Firmatario del protocollo
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Associazione A.R.P.A.,Ente terzo settore - ETS (iscritto al RUNTS),Altro,0,0,,Massa,MS,09,045,Ente terzo settore - ETS (iscritto al RUNTS),
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Associazione C.LF.,Ente terzo settore - ETS (iscritto al RUNTS),Altro,0,0,,Carrara,MS,09,045,Ente terzo settore - ETS (iscritto al RUNTS),
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Donna Provinciale,CAV,CAV e Case Rifugio,0,0,,Massa,MS,09,045,CAV/Centri Antiviolenza,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Donna Chiama Donna,CAV,CAV e Case Rifugio,0,0,,Massa,MS,09,045,CAV/Centri Antiviolenza,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Donna Lunigiana,CAV,CAV e Case Rifugio,0,0,,,,,,CAV/Centri Antiviolenza,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Sabine,CAV,CAV e Case Rifugio,0,0,,Montignoso,MS,09,045,lista_cav,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Servizi Sociali dei Comuni di Costa,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Servizi Sociali e Sanitari della Societa della Salute,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Ospedale (Pronto Soccorso),"Ospedale (Pronto soccorso, ecc.)",Settore Sanitario,0,1,attore,,,,,"Ospedale (Pronto soccorso, ecc.)",Citato in linee guida operative
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Consultorio principale,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,1,attore,,,,,ASL (consultori familiari e altri servizi territoriali),
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Direttore Sanitario,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,0,,,,,,ASL (consultori familiari e altri servizi territoriali),
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Organizzazione delle Nazioni Unite,Altro,Altro,0,0,,,,,,Altro,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Firenze,Unione Europea,ORGANIZZAZIONI DI VOLONTARIATO,Altro,0,0,,Firenze,FI,09,248,runts_natura,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Organizzazione Mondiale della Sanita,Altro,Altro,0,0,,,,,,Altro,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Consiglio d'Europa,Altro,Altro,0,0,,,,,,Altro,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Istat,Altro,Altro,0,0,,,,,,Altro,Citato per indagini statistiche
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,C.I.S.M.A.I.,Altro,Altro,0,0,,,,,,Altro,Coordinamento italiano dei servizi contro il maltrattamento e l'abuso all'infanzia
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Regione Toscana,Regioni/Province Autonome,Regioni/Province Autonome,0,0,,Toscana,,,,Regioni/Province Autonome,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Giunta della Regione Toscana,Regioni/Province Autonome,Regioni/Province Autonome,0,0,,Toscana,,,,Regioni/Province Autonome,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Firenze,Procura della Repubblica di Firenze,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,0,,Firenze,FI,09,248,Procura Ordinaria/Tribunale/Corte d'appello,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Presidenza del Consiglio dei Ministri,Altro,Altro,0,0,,,,,,Altro,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Conferenza unificata Stato-Regioni,Altro,Altro,0,0,,,,,,Altro,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Terzo Settore,Altro,Altro,0,0,,,,,,Altro,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Procura della Repubblica presso il Tribunale ordinario,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,0,,,,,,Procura Ordinaria/Tribunale/Corte d'appello,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Tribunale per i Minorenni,Procura Minorile/Tribunale minorile,Settore Giudiziario,0,0,,,,,,Procura Minorile/Tribunale minorile,
