lat,lon,nome,comune,provincia,regione,tipo,ruolo,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,ruolo_list,governance_detail,nome_key,tipo_key,comune_key,provincia_key,regione_key,ruolo_key
45.571168,8.100825,Consigliera Provinciale di Parità di Biella,Biella,Biella,Piemonte,Organismi di parità,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consigliera provinciale di parità di biella,organismi di parità,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Procura della Repubblica presso il Tribunale Ordinario di Biella,Biella,Biella,Piemonte,Procura Ordinaria/Tribunale/Corte d'appello,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,procura della repubblica presso il tribunale ordinario di biella,procura ordinaria/tribunale/corte d'appello,biella,biella,piemonte,"firmatario, attore"
45.073289,7.680696,Procura Generale presso la Corte di Appello di Torino,Torino,Torino,Piemonte,Procura Ordinaria/Tribunale/Corte d'appello,,False,False,False,False,False,False,False,[],,procura generale presso la corte di appello di torino,procura ordinaria/tribunale/corte d'appello,torino,torino,piemonte,
45.571168,8.100825,Ambito Territoriale X di Biella - Ufficio Scolastico Regionale per il Piemonte - MIUR,Biella,Biella,Piemonte,Scuole/Ufficio scolastico provinciale e regionale,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,ambito territoriale x di biella - ufficio scolastico regionale per il piemonte - miur,scuole/ufficio scolastico provinciale e regionale,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Biella,Biella,Piemonte,Università,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,dipartimento culture politica e società dell’università degli studi di torino (polo di biella),università,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione PaViol Percorsi Antiviolenza,Biella,Biella,Piemonte,ASSOCIAZIONI DI PROMOZIONE SOCIALE,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione paviol percorsi antiviolenza,associazioni di promozione sociale,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione Underground,Biella,Biella,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione underground,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione Donne Nuove,Biella,Biella,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione donne nuove,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione Se Non Ora Quando? Biella,Biella,Biella,Piemonte,Ente terzo settore - ETS (iscritto al RUNTS),"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione se non ora quando? biella,ente terzo settore - ets (iscritto al runts),biella,biella,piemonte,"firmatario, attore"
45.538508,8.05681,Centro I Germogli,Ponderano,Biella,Piemonte,Case Rifugio,attore,False,False,True,False,False,False,False,['attore'],,centro i germogli,case rifugio,ponderano,biella,piemonte,attore
45.570111,8.180597,Consorzio CISSABO,Cossato,Biella,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio cissabo,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",cossato,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Consorzio IRIS,Biella,Biella,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio iris,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,ASL BI,Biella,Biella,Piemonte,ASL (consultori familiari e altri servizi territoriali),"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,asl bi,asl (consultori familiari e altri servizi territoriali),biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Anteo Impresa Cooperativa Sociale,Biella,Biella,Piemonte,IMPRESE SOCIALI,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,anteo impresa cooperativa sociale,imprese sociali,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione Non sei sola. Uscire dal silenzio - Contro la violenza OdV,Biella,Biella,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione non sei sola. uscire dal silenzio - contro la violenza odv,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione Underground OdV,Biella,Biella,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione underground odv,organizzazioni di volontariato,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione di Promozione Sociale PaViol Percorsi Antiviolenza APS,Biella,Biella,Piemonte,ASSOCIAZIONI DI PROMOZIONE SOCIALE,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione di promozione sociale paviol percorsi antiviolenza aps,associazioni di promozione sociale,biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Centro Antiviolenza di Biella,Biella,Biella,Piemonte,CAV/Centri Antiviolenza,attore,False,False,True,False,False,False,False,['attore'],,centro antiviolenza di biella,cav/centri antiviolenza,biella,biella,piemonte,attore
45.571168,8.100825,Provincia di Biella,Biella,Biella,Piemonte,Province/Città metropolitane,,False,False,False,False,False,False,False,[],,provincia di biella,province/città metropolitane,biella,biella,piemonte,
45.073289,7.680696,Università degli Studi di Torino,Torino,Torino,Piemonte,Università,,False,False,False,False,False,False,False,[],,università degli studi di torino,università,torino,torino,piemonte,
45.566565,8.053801,Ambito Territoriale n. 10 di Biella,Biella,Biella,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,False,False,False,False,False,False,False,[],,ambito territoriale n. 10 di biella,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",biella,biella,piemonte,
45.566565,8.053801,Consultorio ASL BI di Biella,Biella,Biella,Piemonte,ASL (consultori familiari e altri servizi territoriali),"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consultorio asl bi di biella,asl (consultori familiari e altri servizi territoriali),biella,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Associazione Donne Nuove,Biella,Biella,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,,False,False,False,False,False,False,False,[],,associazione donne nuove,organizzazioni di volontariato,biella,biella,piemonte,
45.566565,8.053801,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Biella,Biella,Piemonte,Università,,False,False,False,False,False,False,False,[],,dipartimento culture politica e società dell’università degli studi di torino (polo di biella),università,biella,biella,piemonte,
45.570111,8.180597,Consorzio C.I.S.S.A.B.0.,Cossato,Biella,Piemonte,Altro,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio c.i.s.s.a.b.0.,altro,cossato,biella,piemonte,"firmatario, attore"
45.566565,8.053801,Consorzio I.R.I.S,Biella,Biella,Piemonte,Altro,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio i.r.i.s,altro,biella,biella,piemonte,"firmatario, attore"
45.571168,8.100825,Amministrazione Provinciale di Biella,Biella,Biella,Piemonte,Province/Città metropolitane,attore,False,False,True,False,False,False,False,['attore'],,amministrazione provinciale di biella,province/città metropolitane,biella,biella,piemonte,attore
45.566565,8.053801,Azienda Sanitaria Locale di Biella,Biella,Biella,Piemonte,ASL (consultori familiari e altri servizi territoriali),attore,False,False,True,False,False,False,False,['attore'],,azienda sanitaria locale di biella,asl (consultori familiari e altri servizi territoriali),biella,biella,piemonte,attore
45.566565,8.053801,Consorzio Intercomunale Servizi Socio Assistenziali I.R.I.S.,Biella,Biella,Piemonte,CAV/Centri Antiviolenza,,False,False,False,False,False,False,False,[],,consorzio intercomunale servizi socio assistenziali i.r.i.s.,cav/centri antiviolenza,biella,biella,piemonte,
45.570111,8.180597,Consorzio Intercomunale Servizi Socio Assistenziali del Biellese Orientale C.I.S.S.A.B.0.,Cossato,Biella,Piemonte,CAV/Centri Antiviolenza,,False,False,False,False,False,False,False,[],,consorzio intercomunale servizi socio assistenziali del biellese orientale c.i.s.s.a.b.0.,cav/centri antiviolenza,cossato,biella,piemonte,
45.571168,8.100825,Consigliera Provinciale di Parità di Biella,Biella,Biella,Piemonte,Organismi di parità,attore,False,False,True,False,False,False,False,['attore'],,consigliera provinciale di parità di biella,organismi di parità,biella,biella,piemonte,attore
45.566565,8.053801,Procura della Repubblica presso il Tribunale Ordinario di Biella,Biella,Biella,Piemonte,Procura Ordinaria/Tribunale/Corte d'appello,attore,False,False,True,False,False,False,False,['attore'],,procura della repubblica presso il tribunale ordinario di biella,procura ordinaria/tribunale/corte d'appello,biella,biella,piemonte,attore
45.566565,8.053801,Ambito Territoriale X di Biella,Biella,Biella,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",attore,False,False,True,False,False,False,False,['attore'],,ambito territoriale x di biella,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",biella,biella,piemonte,attore
45.566565,8.053801,Dipartimento Culture Politica e Società dell'Università degli Studi di Torino (Polo di Biella),Biella,Biella,Piemonte,Università,attore,False,False,True,False,False,False,False,['attore'],,dipartimento culture politica e società dell'università degli studi di torino (polo di biella),università,biella,biella,piemonte,attore
45.566565,8.053801,Associazione PaViol Percorsi Antiviolenza,Biella,Biella,Piemonte,ASSOCIAZIONI DI PROMOZIONE SOCIALE,attore,False,False,True,False,False,False,False,['attore'],,associazione paviol percorsi antiviolenza,associazioni di promozione sociale,biella,biella,piemonte,attore
45.566565,8.053801,Associazione Underground,Biella,Biella,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,attore,False,False,True,False,False,False,False,['attore'],,associazione underground,organizzazioni di volontariato,biella,biella,piemonte,attore
45.566565,8.053801,Associazione Se Non Ora Quando? Biella,Biella,Biella,Piemonte,Ente terzo settore - ETS (iscritto al RUNTS),attore,False,False,True,False,False,False,False,['attore'],,associazione se non ora quando? biella,ente terzo settore - ets (iscritto al runts),biella,biella,piemonte,attore
45.566565,8.053801,Cooperativa Sociale Anteo,Biella,Biella,Piemonte,IMPRESE SOCIALI,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,cooperativa sociale anteo,imprese sociali,biella,biella,piemonte,"attore, gestione"
45.566565,8.053801,Comune di Biella,Biella,Biella,Piemonte,Comuni,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,comune di biella,comuni,biella,biella,piemonte,"attore, gestione"
45.538508,8.05681,Ospedale di Ponderano,Ponderano,Biella,Piemonte,"Ospedale (Pronto soccorso, ecc.)",,False,False,False,False,False,False,False,[],,ospedale di ponderano,"ospedale (pronto soccorso, ecc.)",ponderano,biella,piemonte,
45.475777,7.814044,Servizio Sociale,Lessolo,Torino,Piemonte,Servizi sociali comunali,attore,False,False,True,False,False,False,False,['attore'],,servizio sociale,servizi sociali comunali,lessolo,torino,piemonte,attore
45.566565,8.053801,Città di Biella,Biella,Biella,Piemonte,Comuni,attore,False,False,True,False,False,False,False,['attore'],,città di biella,comuni,biella,biella,piemonte,attore
45.698741,8.463108,ASSOCIAZIONE MAMRE ONLUS,Borgomanero,Novara,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,associazione mamre onlus,organizzazioni di volontariato,borgomanero,novara,piemonte,"firmatario, attore"
45.606351,8.522902,PROVINCIA DI NOVARA,Novara,Novara,Piemonte,Province/Città metropolitane,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,provincia di novara,province/città metropolitane,novara,novara,piemonte,"firmatario, attore"
45.698741,8.463108,CONSORZIO INTERCOMUNALE PER LA GESTIONE DEI SERVIZI SOCIOASSISTENZIALI DI BORGOMANERO,Borgomanero,Novara,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio intercomunale per la gestione dei servizi socioassistenziali di borgomanero,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",borgomanero,novara,piemonte,"firmatario, attore"
45.714051,8.642354,CONSORZIO INTERCOMUNALE PER LA GESTIONE DEI SERVIZI SOCIOASSISTENZIALI DI CASTELLETTO SOPRA TICINO,Castelletto Sopra Ticino,Novara,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio intercomunale per la gestione dei servizi socioassistenziali di castelletto sopra ticino,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",castelletto sopra ticino,novara,piemonte,"firmatario, attore"
45.760443,8.559666,COMUNE DI ARONA,Arona,Novara,Piemonte,Comuni,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,comune di arona,comuni,arona,novara,piemonte,"firmatario, attore"
45.698741,8.463108,C.I.S.S. di Borgomanero,Borgomanero,Novara,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",attore,False,False,True,False,False,False,False,['attore'],,c.i.s.s. di borgomanero,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",borgomanero,novara,piemonte,attore
45.62976,8.631937,C.I.S.A.S. di Castelletto Sopra Ticino,Marano Ticino,Novara,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",attore,False,False,True,False,False,False,False,['attore'],,c.i.s.a.s. di castelletto sopra ticino,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",marano ticino,novara,piemonte,attore
45.760443,8.559666,Comuni convenzionati con Arona,Arona,Novara,Piemonte,Comuni,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,comuni convenzionati con arona,comuni,arona,novara,piemonte,"firmatario, attore"
45.77239,8.391001,C.I.S.S. zona Cusio - Omegna,San Maurizio D’Opaglio,Novara,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",attore,False,False,True,False,False,False,False,['attore'],,c.i.s.s. zona cusio - omegna,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",san maurizio d’opaglio,novara,piemonte,attore
45.760443,8.559666,Sportello Donna,Arona,Novara,Piemonte,Centri/Sportelli di ascolto,,False,False,False,False,False,False,False,[],,sportello donna,centri/sportelli di ascolto,arona,novara,piemonte,
44.887333,7.33205,Associazione SvoltaDonna OdV - Centro Antiviolenza,Pinerolo,Torino,Piemonte,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione svoltadonna odv - centro antiviolenza,cav/centri antiviolenza,pinerolo,torino,piemonte,"firmatario, attore, gestione"
45.061994,7.577786,Servizio Sovrazionale di Epidemiologia di Grugliasco (ASL TO3),Grugliasco,Torino,Piemonte,Altro,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,servizio sovrazionale di epidemiologia di grugliasco (asl to3),altro,grugliasco,torino,piemonte,"firmatario, attore"
44.887333,7.33205,Ospedale Civile di Pinerolo (TO),Pinerolo,Torino,Piemonte,"Ospedale (Pronto soccorso, ecc.)",attore,False,False,True,False,False,False,False,['attore'],,ospedale civile di pinerolo (to),"ospedale (pronto soccorso, ecc.)",pinerolo,torino,piemonte,attore
45.079368,7.396352,Presidio territoriale di Avigliana (TO),Avigliana,Torino,Piemonte,"Ospedale (Pronto soccorso, ecc.)",attore,False,False,True,False,False,False,False,['attore'],,presidio territoriale di avigliana (to),"ospedale (pronto soccorso, ecc.)",avigliana,torino,piemonte,attore
45.070133,7.533828,Ospedale degli Infermi di Rivoli (TO),Rivoli,Torino,Piemonte,"Ospedale (Pronto soccorso, ecc.)",attore,False,False,True,False,False,False,False,['attore'],,ospedale degli infermi di rivoli (to),"ospedale (pronto soccorso, ecc.)",rivoli,torino,piemonte,attore
45.135277,7.046416,Ospedale di Susa (TO),Susa,Torino,Piemonte,"Ospedale (Pronto soccorso, ecc.)",attore,False,False,True,False,False,False,False,['attore'],,ospedale di susa (to),"ospedale (pronto soccorso, ecc.)",susa,torino,piemonte,attore
45.181515,7.570764,Citta Metropolitana di Torino,Torino,Torino,Piemonte,Province/Città metropolitane,,False,False,False,False,False,False,False,[],,citta metropolitana di torino,province/città metropolitane,torino,torino,piemonte,
44.887333,7.33205,Associazione SvoltaDonna,Pinerolo,Torino,Piemonte,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, proponente, attore",True,True,True,False,False,False,False,"['firmatario', 'proponente', 'attore']",,associazione svoltadonna,organizzazioni di volontariato,pinerolo,torino,piemonte,"firmatario, proponente, attore"
44.887333,7.33205,Centro Antiviolenza SvoltaDonna,Pinerolo,Torino,Piemonte,CAV/Centri Antiviolenza,"firmatario, proponente, attore",True,True,True,False,False,False,False,"['firmatario', 'proponente', 'attore']",,centro antiviolenza svoltadonna,cav/centri antiviolenza,pinerolo,torino,piemonte,"firmatario, proponente, attore"
45.231728,7.604588,Ospedale,Ciriè,Torino,Piemonte,"Ospedale (Pronto soccorso, ecc.)",attore,False,False,True,False,False,False,False,['attore'],,ospedale,"ospedale (pronto soccorso, ecc.)",ciriè,torino,piemonte,attore
45.073289,7.680696,CENTRI ANTIVIOLENZA E.M.M.A. ONLUS,Torino,Torino,Piemonte,CAV/Centri Antiviolenza,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,centri antiviolenza e.m.m.a. onlus,cav/centri antiviolenza,torino,torino,piemonte,"firmatario, proponente, attore, coordinamento"
45.231728,7.604588,C.LS. - Consorzio Intercomunale dei servizi socioassistenziali,Cirié,Torino,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,c.ls. - consorzio intercomunale dei servizi socioassistenziali,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",cirié,torino,piemonte,"firmatario, attore"
44.995103,7.647575,"CISA12 - Consorzio Intercomunale Socio - Assistenziale di Nichelino, Vinovo, None, Candiolo",Nichelino,Torino,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,"cisa12 - consorzio intercomunale socio - assistenziale di nichelino, vinovo, none, candiolo","ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",nichelino,torino,piemonte,"firmatario, attore"
45.190849,7.887123,C.LS.S. - Consorzio Intercomunale Servizi Sociali,Chivasso,Torino,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,c.ls.s. - consorzio intercomunale servizi sociali,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",chivasso,torino,piemonte,"firmatario, attore"
44.846479,7.718085,CISA31 Consorzio Intercomunale Socio - Assistenziale,Carmagnola,Torino,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,cisa31 consorzio intercomunale socio - assistenziale,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",carmagnola,torino,piemonte,"firmatario, attore"
45.007049,7.536969,Consorzio Intercomunale di Servizi (C.I.diS.),Orbassano,Torino,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,consorzio intercomunale di servizi (c.i.dis.),"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",orbassano,torino,piemonte,"firmatario, attore"
45.135277,7.046416,CONISA - Consorzio Intercomunale Socio - Assistenziale Valle di Susa,Susa,Torino,Piemonte,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,conisa - consorzio intercomunale socio - assistenziale valle di susa,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",susa,torino,piemonte,"firmatario, attore"
45.044734,7.35308,Unione dei Comuni Montani Valsangone - Servizi Socio Assistenziali,Giaveno,Torino,Piemonte,Comuni,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,unione dei comuni montani valsangone - servizi socio assistenziali,comuni,giaveno,torino,piemonte,"firmatario, attore"
44.95818,7.192275,Unione Montana dei Comuni delle valli Chisone e Germanasca,Perosa Argentina,Torino,Piemonte,Unione dei Comuni,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,unione montana dei comuni delle valli chisone e germanasca,unione dei comuni,perosa argentina,torino,piemonte,"firmatario, attore"
45.13695,7.771255,Unione dei Comuni Nord Est Torino,Settimo Torinese,Torino,Piemonte,Unione dei Comuni,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,unione dei comuni nord est torino,unione dei comuni,settimo torinese,torino,piemonte,"firmatario, attore"
45.000956,7.685316,"Unione dei Comuni di Moncalieri, Trofarello, La Loggia",Moncalieri,Torino,Piemonte,Unione dei Comuni,"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,"unione dei comuni di moncalieri, trofarello, la loggia",unione dei comuni,moncalieri,torino,piemonte,"firmatario, attore"
45.073289,7.680696,ASL “Citta di Torino”,Torino,Torino,Piemonte,ASL (consultori familiari e altri servizi territoriali),"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,asl “citta di torino”,asl (consultori familiari e altri servizi territoriali),torino,torino,piemonte,"firmatario, attore"
45.077402,7.569158,ASLTO3,Collegno,Torino,Piemonte,ASL (consultori familiari e altri servizi territoriali),"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,aslto3,asl (consultori familiari e altri servizi territoriali),collegno,torino,piemonte,"firmatario, attore"
45.013165,7.821022,"ASLTO5 - Azienda Sanitaria Locale di Chieri, Carmagnola, Moncalieri, Nichelino",Chieri,Torino,Piemonte,ASL (consultori familiari e altri servizi territoriali),"firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,"aslto5 - azienda sanitaria locale di chieri, carmagnola, moncalieri, nichelino",asl (consultori familiari e altri servizi territoriali),chieri,torino,piemonte,"firmatario, attore"
45.007049,7.536969,A.O.U. “San Luigi Gonzaga” di Orbassano,Orbassano,Torino,Piemonte,"Ospedale (Pronto soccorso, ecc.)","firmatario, attore",True,False,True,False,False,False,False,"['firmatario', 'attore']",,a.o.u. “san luigi gonzaga” di orbassano,"ospedale (pronto soccorso, ecc.)",orbassano,torino,piemonte,"firmatario, attore"
