lat,lon,nome,comune,provincia,regione,tipo,ruolo,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,ruolo_list,governance_detail,nome_key,tipo_key,comune_key,provincia_key,regione_key,ruolo_key
45.317806,8.859904,Cooperativa sociale KORE Onlus,Vigevano,Pavia,Lombardia,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,cooperativa sociale kore onlus,cav/centri antiviolenza,vigevano,pavia,lombardia,"firmatario, attore, gestione"
45.165196,10.845708,Associazione Abramo ETS - Ente della Diocesi di Mantova,San Giorgio Bigarello,Mantova,Lombardia,CAV/Centri Antiviolenza,"firmatario, proponente, attore, gestione",True,True,True,True,False,False,True,"['firmatario', 'proponente', 'attore', 'gestione']",gestione,associazione abramo ets - ente della diocesi di mantova,cav/centri antiviolenza,san giorgio bigarello,mantova,lombardia,"firmatario, proponente, attore, gestione"
45.855317,9.393736,Comune di Lecco,Lecco,Lecco,Lombardia,Comuni,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,comune di lecco,comuni,lecco,lecco,lombardia,"firmatario, proponente, attore, coordinamento"
45.855317,9.393736,Prefettura di Lecco,Lecco,Lecco,Lombardia,Prefettura,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,prefettura di lecco,prefettura,lecco,lecco,lombardia,"firmatario, proponente, attore, coordinamento"
45.855317,9.393736,Azienda Socio Sanitaria Territoriale (ASST) di Lecco,Lecco,Lecco,Lombardia,ASL (consultori familiari e altri servizi territoriali),"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,azienda socio sanitaria territoriale (asst) di lecco,asl (consultori familiari e altri servizi territoriali),lecco,lecco,lombardia,"firmatario, proponente, attore, coordinamento"
45.69989,9.416989,Associazione L'Altra Meta del Cielo - Telefono Donna di Merate,Merate,Lecco,Lombardia,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione l'altra meta del cielo - telefono donna di merate,cav/centri antiviolenza,merate,lecco,lombardia,"firmatario, attore, gestione"
45.845166,9.369822,Ordine degli Avvocati della provincia di Lecco,Lecco,Lecco,Lombardia,Ordine avvocati,"firmatario, proponente, attore, monitoraggio",True,True,True,False,True,False,True,"['firmatario', 'proponente', 'attore', 'monitoraggio']",monitoraggio,ordine degli avvocati della provincia di lecco,ordine avvocati,lecco,lecco,lombardia,"firmatario, proponente, attore, monitoraggio"
45.845166,9.369822,C.P.O. Ordine Avvocati della provincia di Lecco,Lecco,Lecco,Lombardia,Ordine avvocati,"firmatario, proponente, attore, monitoraggio",True,True,True,False,True,False,True,"['firmatario', 'proponente', 'attore', 'monitoraggio']",monitoraggio,c.p.o. ordine avvocati della provincia di lecco,ordine avvocati,lecco,lecco,lombardia,"firmatario, proponente, attore, monitoraggio"
45.133367,10.024209,Prefettura di Cremona,Cremona,Cremona,Lombardia,Prefettura,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,prefettura di cremona,prefettura,cremona,cremona,lombardia,"firmatario, proponente, attore, coordinamento"
45.249852,9.944359,Provincia di Cremona,Cremona,Cremona,Lombardia,Province/Città metropolitane,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,provincia di cremona,province/città metropolitane,cremona,cremona,lombardia,"firmatario, proponente, attore, coordinamento"
45.249852,9.944359,Settore Lavoro e Formazione Provincia di Cremona,Cremona,Cremona,Lombardia,Altro,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,settore lavoro e formazione provincia di cremona,altro,cremona,cremona,lombardia,"firmatario, proponente, attore, coordinamento"
45.398572,8.916447,Associazione Paroikia Onlus di Abbiategrasso,Abbiategrasso,Milano,Lombardia,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione paroikia onlus di abbiategrasso,organizzazioni di volontariato,abbiategrasso,milano,lombardia,"firmatario, attore, gestione"
45.595373,8.918884,Auser Ticino Olona di Legnano,Legnano,Milano,Lombardia,Ente terzo settore - ETS (iscritto al RUNTS),"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,auser ticino olona di legnano,ente terzo settore - ets (iscritto al runts),legnano,milano,lombardia,"firmatario, attore, gestione"
46.130795,9.570366,Comunita Montana Valtellina di Morbegno,Morbegno,Sondrio,Lombardia,Altro,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,comunita montana valtellina di morbegno,altro,morbegno,sondrio,lombardia,"firmatario, attore, gestione"
46.215705,10.173566,Comunita Montana Valtellina di Tirano,Tirano,Sondrio,Lombardia,Altro,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,comunita montana valtellina di tirano,altro,tirano,sondrio,lombardia,"firmatario, attore, gestione"
45.53366,9.236636,Cooperativa Sociale Onlus La Grande Casa di Sesto San Giovanni,Sesto San Giovanni,Milano,Lombardia,Ente terzo settore - ETS (iscritto al RUNTS),"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,cooperativa sociale onlus la grande casa di sesto san giovanni,ente terzo settore - ets (iscritto al runts),sesto san giovanni,milano,lombardia,"attore, gestione"
45.314479,9.502812,Comune di Lodi,Lodi,Lodi,Lombardia,Comuni,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,comune di lodi,comuni,lodi,lodi,lombardia,"firmatario, proponente, attore, coordinamento"
45.314479,9.502812,Azienda Sanitaria Locale di Lodi,Lodi,Lodi,Lombardia,ASL (consultori familiari e altri servizi territoriali),"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,azienda sanitaria locale di lodi,asl (consultori familiari e altri servizi territoriali),lodi,lodi,lombardia,"firmatario, proponente, attore, coordinamento"
45.242887,9.558529,Provincia di Lodi,Lodi,Lodi,Lombardia,Province/Città metropolitane,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,provincia di lodi,province/città metropolitane,lodi,lodi,lombardia,"firmatario, proponente, attore, coordinamento"
45.401563,10.277085,Associazione Blimunde - Sguardi di donne su salute e medicina,Ghedi,Brescia,Lombardia,Ente terzo settore - ETS (iscritto al RUNTS) costituito da donne per le donne,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione blimunde - sguardi di donne su salute e medicina,ente terzo settore - ets (iscritto al runts) costituito da donne per le donne,ghedi,brescia,lombardia,"firmatario, attore, gestione"
45.590166,9.545285,Associazione Mariposa,Trezzo Sull’ Adda,Milano,Lombardia,Ente terzo settore - ETS (iscritto al RUNTS) costituito da donne per le donne,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione mariposa,ente terzo settore - ets (iscritto al runts) costituito da donne per le donne,trezzo sull’ adda,milano,lombardia,"firmatario, attore, gestione"
45.713512,8.905978,Baobab Cooperativa Sociale,Tradate,Varese,Lombardia,Case Rifugio,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,baobab cooperativa sociale,case rifugio,tradate,varese,lombardia,"firmatario, attore, gestione"
45.818492,8.82403,Fondazione Felicita Morandi ets,Varese,Varese,Lombardia,Case Rifugio,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,fondazione felicita morandi ets,case rifugio,varese,varese,lombardia,"firmatario, attore, gestione"
45.133367,10.024209,CIVITAS,Cremona,Cremona,Lombardia,ORGANIZZAZIONI DI VOLONTARIATO,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,civitas,organizzazioni di volontariato,cremona,cremona,lombardia,"firmatario, attore, gestione"
45.539936,10.219113,PREFETTURA DI BRESCIA,Brescia,Brescia,Lombardia,Prefettura,"firmatario, attore, coordinamento",True,False,True,False,False,True,True,"['firmatario', 'attore', 'coordinamento']",coordinamento,prefettura di brescia,prefettura,brescia,brescia,lombardia,"firmatario, attore, coordinamento"
45.521753,9.592708,Cooperativa Sirio,Treviglio,Bergamo,Lombardia,Case Rifugio,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,cooperativa sirio,case rifugio,treviglio,bergamo,lombardia,"firmatario, attore, gestione"
45.694785,9.667711,Cooperativa Generazioni Fa,Bergamo,Bergamo,Lombardia,Case Rifugio,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,cooperativa generazioni fa,case rifugio,bergamo,bergamo,lombardia,"firmatario, attore, gestione"
45.521753,9.592708,Cooperativa Sociale Sirio,Treviglio,Bergamo,Lombardia,IMPRESE SOCIALI,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,cooperativa sociale sirio,imprese sociali,treviglio,bergamo,lombardia,"firmatario, attore, gestione"
45.883718,10.180859,Comune di Darfo Boario Terme,Darfo Boario Terme,Brescia,Lombardia,Comuni,"firmatario, attore, coordinamento",True,False,True,False,False,True,True,"['firmatario', 'attore', 'coordinamento']",coordinamento,comune di darfo boario terme,comuni,darfo boario terme,brescia,lombardia,"firmatario, attore, coordinamento"
45.52897,9.040138,Azienda Speciale Consortile Sercop,Rho,Milano,Lombardia,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,azienda speciale consortile sercop,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",rho,milano,lombardia,"firmatario, attore, gestione"
45.466647,9.190648,Fondazione Somaschi Onlus,Milano,Milano,Lombardia,Ente terzo settore - ETS (iscritto al RUNTS),"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,fondazione somaschi onlus,ente terzo settore - ets (iscritto al runts),milano,milano,lombardia,"firmatario, attore, gestione"
45.713077,11.356994,Cooperativa Samarcanda,Schio,Vicenza,Veneto,IMPRESE SOCIALI,"firmatario, gestione",True,False,False,True,False,False,True,"['firmatario', 'gestione']",gestione,cooperativa samarcanda,imprese sociali,schio,vicenza,veneto,"firmatario, gestione"
45.52114,11.332346,Comune di Arzignano,Arzignano,Vicenza,Veneto,Comuni,"attore, coordinamento",False,False,True,False,False,True,True,"['attore', 'coordinamento']",coordinamento,comune di arzignano,comuni,arzignano,vicenza,veneto,"attore, coordinamento"
45.437918,10.993866,Comune di Verona,Verona,Verona,Veneto,Comuni,"firmatario, attore, gestione, coordinamento",True,False,True,True,False,True,True,"['firmatario', 'attore', 'gestione', 'coordinamento']","gestione, coordinamento",comune di verona,comuni,verona,verona,veneto,"firmatario, attore, gestione, coordinamento"
45.954196,12.660075,Prefettura - UTG di Pordenone,Pordenone,Pordenone,Friuli-Venezia Giulia,Prefettura,"firmatario, attore, coordinamento",True,False,True,False,False,True,True,"['firmatario', 'attore', 'coordinamento']",coordinamento,prefettura - utg di pordenone,prefettura,pordenone,pordenone,friuli-venezia giulia,"firmatario, attore, coordinamento"
46.063348,13.23543,Servizio Servizi Sociali del Comune di Udine,Udine,Udine,Friuli-Venezia Giulia,Servizi sociali comunali,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,servizio servizi sociali del comune di udine,servizi sociali comunali,udine,udine,friuli-venezia giulia,"firmatario, attore, gestione"
44.316722,9.324047,Telefono Donna Centro AntiViolenza CIF APS,Chiavari,Genova,Liguria,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,telefono donna centro antiviolenza cif aps,cav/centri antiviolenza,chiavari,genova,liguria,"firmatario, attore, gestione"
44.316722,9.324047,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,Chiavari,Genova,Liguria,Case Rifugio,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,opera diocesana madonna dei bambini villaggio del ragazzo,case rifugio,chiavari,genova,liguria,"firmatario, attore, gestione"
44.443053,11.3432,Città metropolitana di Bologna,Bologna,Bologna,Emilia-Romagna,Province/Città metropolitane,"proponente, attore, coordinamento",False,True,True,False,False,True,True,"['proponente', 'attore', 'coordinamento']",coordinamento,città metropolitana di bologna,province/città metropolitane,bologna,bologna,emilia-romagna,"proponente, attore, coordinamento"
44.49411,11.341719,CASA delle donne per non subire violenza,Bologna,Bologna,Emilia-Romagna,CAV/Centri Antiviolenza,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,casa delle donne per non subire violenza,cav/centri antiviolenza,bologna,bologna,emilia-romagna,"attore, gestione"
44.353061,11.714119,Trama di Terre,Imola,Bologna,Emilia-Romagna,CAV/Centri Antiviolenza,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,trama di terre,cav/centri antiviolenza,imola,bologna,emilia-romagna,"attore, gestione"
44.49411,11.341719,MondoDonna,Bologna,Bologna,Emilia-Romagna,CAV/Centri Antiviolenza,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,mondodonna,cav/centri antiviolenza,bologna,bologna,emilia-romagna,"attore, gestione"
44.443053,11.3432,Unione Reno Galliera,,Bologna,Emilia-Romagna,Unione dei Comuni,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,unione reno galliera,unione dei comuni,,bologna,emilia-romagna,"attore, gestione"
44.836014,11.618744,Prefettura di Ferrara,Ferrara,Ferrara,Emilia-Romagna,Prefettura,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,prefettura di ferrara,prefettura,ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, coordinamento"
44.836014,11.618744,Comune di Ferrara,Ferrara,Ferrara,Emilia-Romagna,Comuni,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,comune di ferrara,comuni,ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, coordinamento"
44.804822,11.830564,Unione Terre e Fiumi,,Ferrara,Emilia-Romagna,Unione dei Comuni,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,unione terre e fiumi,unione dei comuni,,ferrara,emilia-romagna,"firmatario, attore, gestione"
44.836014,11.618744,Azienda Ospedaliera Universitaria di Ferrara,Ferrara,Ferrara,Emilia-Romagna,"Ospedale (Pronto soccorso, ecc.)","firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,azienda ospedaliera universitaria di ferrara,"ospedale (pronto soccorso, ecc.)",ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, coordinamento"
44.836014,11.618744,Azienda USL di Ferrara,Ferrara,Ferrara,Emilia-Romagna,ASL (consultori familiari e altri servizi territoriali),"firmatario, proponente, attore, gestione",True,True,True,True,False,False,True,"['firmatario', 'proponente', 'attore', 'gestione']",gestione,azienda usl di ferrara,asl (consultori familiari e altri servizi territoriali),ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, gestione"
44.836014,11.618744,Centro Donna Giustizia APS di Ferrara,Ferrara,Ferrara,Emilia-Romagna,CAV/Centri Antiviolenza,"firmatario, proponente, attore, gestione, coordinamento",True,True,True,True,False,True,True,"['firmatario', 'proponente', 'attore', 'gestione', 'coordinamento']","gestione, coordinamento",centro donna giustizia aps di ferrara,cav/centri antiviolenza,ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, gestione, coordinamento"
44.285523,11.8825,SOS Donna,Faenza,Ravenna,Emilia-Romagna,CAV/Centri Antiviolenza,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,sos donna,cav/centri antiviolenza,faenza,ravenna,emilia-romagna,"attore, gestione"
44.060821,12.565231,Rompi il silenzio ONLUS,Rimini,Rimini,Emilia-Romagna,CAV/Centri Antiviolenza,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,rompi il silenzio onlus,cav/centri antiviolenza,rimini,rimini,emilia-romagna,"attore, gestione"
44.136257,12.241918,Associazione Mater Caritatis,Cesena,Forlì-Cesena,Emilia-Romagna,ASSOCIAZIONI DI PROMOZIONE SOCIALE,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,associazione mater caritatis,associazioni di promozione sociale,cesena,forlì-cesena,emilia-romagna,"attore, gestione"
44.136257,12.241918,Associazione Grazia e Pace,Cesena,Forlì-Cesena,Emilia-Romagna,ORGANIZZAZIONI DI VOLONTARIATO,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,associazione grazia e pace,organizzazioni di volontariato,cesena,forlì-cesena,emilia-romagna,"attore, gestione"
44.42103,11.911668,Associazione di volontariato DEMETRA DONNE IN AIUTO ODV,Lugo,Ravenna,Emilia-Romagna,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione di volontariato demetra donne in aiuto odv,cav/centri antiviolenza,lugo,ravenna,emilia-romagna,"firmatario, attore, gestione"
44.285523,11.8825,Associazione di volontariato SOS DONNA ODV,Faenza,Ravenna,Emilia-Romagna,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione di volontariato sos donna odv,cav/centri antiviolenza,faenza,ravenna,emilia-romagna,"firmatario, attore, gestione"
44.417322,12.199113,Associazione di volontariato LINEA ROSA ODV,Ravenna,Ravenna,Emilia-Romagna,CAV/Centri Antiviolenza,"firmatario, attore, gestione",True,False,True,True,False,False,True,"['firmatario', 'attore', 'gestione']",gestione,associazione di volontariato linea rosa odv,cav/centri antiviolenza,ravenna,ravenna,emilia-romagna,"firmatario, attore, gestione"
45.051961,9.692672,Centro Antiviolenza Telefono Rosa Piacenza - Associazione La Città delle Donne - ODV Piacenza,Piacenza,Piacenza,Emilia-Romagna,CAV/Centri Antiviolenza,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,centro antiviolenza telefono rosa piacenza - associazione la città delle donne - odv piacenza,cav/centri antiviolenza,piacenza,piacenza,emilia-romagna,"firmatario, proponente, attore, coordinamento"
44.547885,10.902517,Unione dei Comuni Modenesi Area Nord,,Modena,Emilia-Romagna,Unione dei Comuni,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,unione dei comuni modenesi area nord,unione dei comuni,,modena,emilia-romagna,"attore, gestione"
44.285523,11.8825,Comune di Faenza,Faenza,Ravenna,Emilia-Romagna,Comuni,"firmatario, proponente, attore, coordinamento",True,True,True,False,False,True,True,"['firmatario', 'proponente', 'attore', 'coordinamento']",coordinamento,comune di faenza,comuni,faenza,ravenna,emilia-romagna,"firmatario, proponente, attore, coordinamento"
43.421354,11.117309,Associazione Donne Insieme Valdelsa,Colle Di Val D'Elsa,Siena,Toscana,CAV/Centri Antiviolenza,"attore, gestione",False,False,True,True,False,False,True,"['attore', 'gestione']",gestione,associazione donne insieme valdelsa,cav/centri antiviolenza,colle di val d'elsa,siena,toscana,"attore, gestione"
43.466757,11.882063,Prefettura di Arezzo,Arezzo,Arezzo,Toscana,Prefettura,"firmatario, attore, coordinamento",True,False,True,False,False,True,True,"['firmatario', 'attore', 'coordinamento']",coordinamento,prefettura di arezzo,prefettura,arezzo,arezzo,toscana,"firmatario, attore, coordinamento"
