file,nome,tipo,comune,provincia,sigla_provincia,regione,livello_territoriale,lat,lon,ha_coordinate,ruolo,governance_detail,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,is_governance_generica,is_ente_capofila,ente_capofila,note,id_soggetto_geo
01_2406_rta_01_240904110730_4166---protocollocontuttelefirme(1).txt,Comune di Bra,Comuni,Bra,Cuneo,CN,Piemonte,comune,44.6981854,7.8546811,1,"firmatario, proponente, attore, gestione, ente_capofila",gestione,1,1,1,1,0,0,1,0,1,Comune di Bra,"Ente capofila, soggetto gestore dei Servizi Socio Assistenziali, firmatario del protocollo",comune di bra | comuni | bra | cuneo | piemonte | 01_2406_rta_01_240904110730_4166---protocollocontuttelefirme(1).txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Procura della Repubblica presso il Tribunale Ordinario di Biella,Procura Ordinaria/Tribunale/Corte d'appello,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmataria del protocollo,procura della repubblica presso il tribunale ordinario di biella | procura ordinaria/tribunale/corte d'appello | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Procura Generale presso la Corte di Appello di Torino,Procura Ordinaria/Tribunale/Corte d'appello,Torino,Torino,TO,Piemonte,comune,45.0732891,7.6806958,1,,,0,0,0,0,0,0,0,0,0,,Destinataria trasmissione protocollo,procura generale presso la corte di appello di torino | procura ordinaria/tribunale/corte d'appello | torino | torino | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Ambito Territoriale X di Biella - Ufficio Scolastico Regionale per il Piemonte - MIUR,Scuole/Ufficio scolastico provinciale e regionale,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,ambito territoriale x di biella - ufficio scolastico regionale per il piemonte - miur | scuole/ufficio scolastico provinciale e regionale | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,dipartimento culture politica e societa dell'universita degli studi di torino (polo di biella) | universita | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione PaViol Percorsi Antiviolenza,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo; collabora con Rete Antiviolenza; attiva servizio S.P.A.M.,associazione paviol percorsi antiviolenza | associazioni di promozione sociale | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Underground,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo; volontariato e raccolta fondi per Casa Rifugio,associazione underground | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Donne Nuove,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,associazione donne nuove | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Se Non Ora Quando? Biella,Ente terzo settore - ETS (iscritto al RUNTS),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,associazione se non ora quando? biella | ente terzo settore - ets (iscritto al runts) | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Centro I Germogli,Case Rifugio,Ponderano,Biella,BI,Piemonte,comune,45.5385081,8.05681,1,attore,,0,0,1,0,0,0,0,0,0,,Gestito da Save The Children; seconda accoglienza donne e bambini,centro i germogli | case rifugio | ponderano | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Consorzio CISSABO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Cossato,Biella,BI,Piemonte,comune,45.5701108,8.1805973,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,ente capofila,"Firmatario, gestore Centro Antiviolenza, partner Casa Rifugio","consorzio cissabo | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | cossato | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,Consorzio IRIS,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, partner Centro Antiviolenza e Casa Rifugio","consorzio iris | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,ASL BI,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, partner Centro Antiviolenza, Consultorio Familiare, Struttura Complessa Neuropsichiatria Infantile, Dipartimento Materno Infantile",asl bi | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Anteo Impresa Cooperativa Sociale,IMPRESE SOCIALI,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, gestore Casa Rifugio ad indirizzo segreto",anteo impresa cooperativa sociale | imprese sociali | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Non sei sola. Uscire dal silenzio - Contro la violenza OdV,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, partner Centro Antiviolenza",associazione non sei sola. uscire dal silenzio - contro la violenza odv | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Underground OdV,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, gestore attività volontariato e raccolta fondi Casa Rifugio",associazione underground odv | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione di Promozione Sociale PaViol Percorsi Antiviolenza APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, servizi psicoterapia e prevenzione",associazione di promozione sociale paviol percorsi antiviolenza aps | associazioni di promozione sociale | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Centro Antiviolenza di Biella,CAV/Centri Antiviolenza,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Iscritto all’Albo della Regione Piemonte sezione A n. 11 del 17.08.2017,centro antiviolenza di biella | cav/centri antiviolenza | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Provincia di Biella,Province/Città metropolitane,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,,,0,0,0,0,0,0,0,0,0,,Promozione e sottoscrizione primi protocolli,provincia di biella | province/citta metropolitane | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Università degli Studi di Torino,Università,Torino,Torino,TO,Piemonte,comune,45.0732891,7.6806958,1,,,0,0,0,0,0,0,0,0,0,,Firmatario dei precedenti protocolli; Dipartimento Culture Politica e Società (Polo di Biella),universita degli studi di torino | universita | torino | torino | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Ambito Territoriale n. 10 di Biella,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,,,0,0,0,0,0,0,0,0,0,,Firmatario protocollo 2011,"ambito territoriale n. 10 di biella | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,Consultorio ASL BI di Biella,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Psicologa e assistente sociale dedicate al Centro Antiviolenza,consultorio asl bi di biella | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Donne Nuove,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,,,0,0,0,0,0,0,0,0,0,,Sottoscrittore protocollo pregresso,associazione donne nuove | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,,,0,0,0,0,0,0,0,0,0,,Sottoscrittore protocollo 2017,dipartimento culture politica e societa dell'universita degli studi di torino (polo di biella) | universita | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio C.I.S.S.A.B.0.,Altro,Cossato,Biella,BI,Piemonte,comune,45.5701108,8.1805973,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,Partner Capofila,"Gestore del Centro Antiviolenza, titolare e responsabile di Casa Rifugio Biellese, gestore del fondo economico",consorzio c.i.s.s.a.b.0. | altro | cossato | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio I.R.I.S,Altro,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Partner del protocollo, gestore progetti relative alle persone senza fissa dimora",consorzio i.r.i.s | altro | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Amministrazione Provinciale di Biella,Province/Città metropolitane,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,attore,,0,0,1,0,0,0,0,0,0,,Firmataria del protocollo d'intesa del 07.04.2017,amministrazione provinciale di biella | province/citta metropolitane | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Azienda Sanitaria Locale di Biella,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Firmataria del protocollo d'intesa del 07.04.2017,azienda sanitaria locale di biella | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio Intercomunale Servizi Socio Assistenziali I.R.I.S.,CAV/Centri Antiviolenza,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,,,0,0,0,0,0,0,0,0,0,,Firmatario del protocollo d'intesa del 07.04.2017,consorzio intercomunale servizi socio assistenziali i.r.i.s. | cav/centri antiviolenza | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consorzio Intercomunale Servizi Socio Assistenziali del Biellese Orientale C.I.S.S.A.B.0.,CAV/Centri Antiviolenza,Cossato,Biella,BI,Piemonte,comune,45.5701108,8.1805973,1,,,0,0,0,0,0,0,0,0,0,,Firmatario del protocollo d'intesa del 07.04.2017,consorzio intercomunale servizi socio assistenziali del biellese orientale c.i.s.s.a.b.0. | cav/centri antiviolenza | cossato | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Consigliera Provinciale di Parità di Biella,Organismi di parità,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,attore,,0,0,1,0,0,0,0,0,0,,Firmataria del protocollo d'intesa del 07.04.2017,consigliera provinciale di parita di biella | organismi di parita | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Procura della Repubblica presso il Tribunale Ordinario di Biella,Procura Ordinaria/Tribunale/Corte d'appello,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Firmataria del protocollo d'intesa del 07.04.2017,procura della repubblica presso il tribunale ordinario di biella | procura ordinaria/tribunale/corte d'appello | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Ambito Territoriale X di Biella,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Firmatario del protocollo d'intesa del 07.04.2017,"ambito territoriale x di biella | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt"
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Dipartimento Culture Politica e Società dell'Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Firmatario del protocollo d'intesa del 07.04.2017,dipartimento culture politica e societa dell'universita degli studi di torino (polo di biella) | universita | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione PaViol Percorsi Antiviolenza,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,"Firmataria del protocollo d'intesa del 07.04.2017, partner Casa Rifugio",associazione paviol percorsi antiviolenza | associazioni di promozione sociale | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione Underground,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,"Firmataria dei vari protocolli, partner Casa Rifugio",associazione underground | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione Donne Nuove,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,,,0,0,0,0,0,0,0,0,0,,Firmataria del protocollo d'intesa del 07.04.2017,associazione donne nuove | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Associazione Se Non Ora Quando? Biella,Ente terzo settore - ETS (iscritto al RUNTS),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Firmataria del protocollo d'intesa del 07.04.2017,associazione se non ora quando? biella | ente terzo settore - ets (iscritto al runts) | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Cooperativa Sociale Anteo,IMPRESE SOCIALI,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"attore, gestione",gestione,0,0,1,1,0,0,1,0,0,,"Partner Casa Rifugio Biellese, gestisce casa rifugio",cooperativa sociale anteo | imprese sociali | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Comune di Biella,Comuni,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"attore, gestione",gestione,0,0,1,1,0,0,1,0,0,,Afferenza territoriale di servizi e gestione turnazione Servizio Sociale,comune di biella | comuni | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Ospedale di Ponderano,"Ospedale (Pronto soccorso, ecc.)",Ponderano,Biella,BI,Piemonte,comune,45.5385081,8.05681,1,,,0,0,0,0,0,0,0,0,0,,Segnalazione delle donne vittime di violenza,"ospedale di ponderano | ospedale (pronto soccorso, ecc.) | ponderano | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt"
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Servizio Sociale,Servizi sociali comunali,Lessolo,Torino,TO,Piemonte,comune,45.4757766,7.8140443,1,attore,,0,0,1,0,0,0,0,0,0,,"Individuazione della presa in carico, redazione progetti",servizio sociale | servizi sociali comunali | lessolo | torino | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Città di Biella,Comuni,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Contributo al fondo economico annuale,citta di biella | comuni | biella | biella | piemonte | 01_2406_rta_01_240904122512_4166---accordosfd.txt
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,ASSOCIAZIONE MAMRE ONLUS,ORGANIZZAZIONI DI VOLONTARIATO,Borgomanero,Novara,NO,Piemonte,comune,45.6987411,8.4631085,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,,associazione mamre onlus | organizzazioni di volontariato | borgomanero | novara | piemonte | 01_2406_rta_01_240904150044_4166---protocollocav-irene2022-2025.txt
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,PROVINCIA DI NOVARA,Province/Città metropolitane,Novara,Novara,NO,Piemonte,provincia,45.606351,8.522902,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Centro Servizi Pari Opportunita,provincia di novara | province/citta metropolitane | novara | novara | piemonte | 01_2406_rta_01_240904150044_4166---protocollocav-irene2022-2025.txt
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,CONSORZIO INTERCOMUNALE PER LA GESTIONE DEI SERVIZI SOCIOASSISTENZIALI DI BORGOMANERO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Borgomanero,Novara,NO,Piemonte,comune,45.6987411,8.4631085,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,,"consorzio intercomunale per la gestione dei servizi socioassistenziali di borgomanero | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | borgomanero | novara | piemonte | 01_2406_rta_01_240904150044_4166---protocollocav-irene2022-2025.txt"
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,CONSORZIO INTERCOMUNALE PER LA GESTIONE DEI SERVIZI SOCIOASSISTENZIALI DI CASTELLETTO SOPRA TICINO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Castelletto sopra Ticino,Novara,NO,Piemonte,comune,45.7140506,8.6423544,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,,"consorzio intercomunale per la gestione dei servizi socioassistenziali di castelletto sopra ticino | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | castelletto sopra ticino | novara | piemonte | 01_2406_rta_01_240904150044_4166---protocollocav-irene2022-2025.txt"
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,COMUNE DI ARONA,Comuni,Arona,Novara,NO,Piemonte,comune,45.7604427,8.5596661,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,capofila di Convenzione,Sportello Donna presso palazzo Comunale di Arona; Sportello Lavoro comunale,comune di arona | comuni | arona | novara | piemonte | 01_2406_rta_01_240904150044_4166---protocollocav-irene2022-2025.txt
01_2406_rta_01_240904150044_4166---Protocollocav-irene2022-2025.txt,C.I.S.S. di Borgomanero,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Borgomanero,Novara,NO,Piemonte,comune,45.6987411,8.4631085,1,attore,,0,0,1,0,0,0,0,0,0,,sportello antiviolenza,"c.i.s.s. di borgomanero | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | borgomanero | novara | piemonte | 01_2406_rta_01_240904150044_4166---protocollocav-irene2022-2025.txt"
