file,nome,tipo,comune,provincia,sigla_provincia,regione,livello_territoriale,lat,lon,ha_coordinate,ruolo,governance_detail,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,is_governance_generica,is_ente_capofila,ente_capofila,note,id_soggetto_geo
01_2406_rta_01_240904110730_4166---protocollocontuttelefirme(1).txt,Comune di Bra,Comuni,Bra,Cuneo,CN,Piemonte,comune,44.6981854,7.8546811,1,"firmatario, proponente, attore, gestione, ente_capofila",gestione,1,1,1,1,0,0,1,0,1,Comune di Bra,"Ente capofila, soggetto gestore dei Servizi Socio Assistenziali, firmatario del protocollo",comune di bra | comuni | bra | cuneo | piemonte | 01_2406_rta_01_240904110730_4166---protocollocontuttelefirme(1).txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Presidio Ospedaliero di Biella,"Ospedale (Pronto soccorso, ecc.)",Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"attore, gestione",gestione,0,0,1,1,0,0,1,0,0,,Gestione locali per Punto di Ascolto del Centro Antiviolenza,"presidio ospedaliero di biella | ospedale (pronto soccorso, ecc.) | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt"
01_2406_rta_01_240904120005_4166---protocollo.txt,Consultorio Familiare di Biella,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Presa in carico psicologica e sociale delle donne vittime di violenza,consultorio familiare di biella | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,S.C. Neuropsichiatria Infantile,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Compiti nell’ambito dei minori vittime di violenza,s.c. neuropsichiatria infantile | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Consorzio Intercomunale Servizi Socio Assistenziali LR.LS.,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,,,comune,,,0,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,"consorzio intercomunale servizi socio assistenziali lr.ls. | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt"
01_2406_rta_01_240904120005_4166---protocollo.txt,Consorzio Intercomunale Servizi Socio Assistenziali del Biellese Orientale C.LS.S.A.B.O.,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,,,comune,,,0,"firmatario, attore, ente_capofila",,1,0,1,0,0,0,0,0,1,soggetto capofila,Firmatario del protocollo; gestore del Centro Antiviolenza; capofila,"consorzio intercomunale servizi socio assistenziali del biellese orientale c.ls.s.a.b.o. | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt"
01_2406_rta_01_240904120005_4166---protocollo.txt,Centro Antiviolenza,CAV/Centri Antiviolenza,,,,,comune,,,0,"attore, coordinamento",coordinamento,0,0,1,0,0,1,1,0,0,,Gestito da C.LS.S.A.B.O.; punto di ascolto; équipe di coordinamento,centro antiviolenza | cav/centri antiviolenza |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Casa Rifugio,Case Rifugio,,,,,comune,,,0,attore,,0,0,1,0,0,0,0,0,0,,Collegata al Centro Antiviolenza,casa rifugio | case rifugio |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Consigliera Provinciale di Parità di Biella,Organismi di parità,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmataria del protocollo,consigliera provinciale di parita di biella | organismi di parita | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Procura della Repubblica presso il Tribunale Ordinario di Biella,Procura Ordinaria/Tribunale/Corte d'appello,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmataria del protocollo,procura della repubblica presso il tribunale ordinario di biella | procura ordinaria/tribunale/corte d'appello | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Procura Generale presso la Corte di Appello di Torino,Procura Ordinaria/Tribunale/Corte d'appello,Torino,Torino,TO,Piemonte,comune,45.0732891,7.6806958,1,,,0,0,0,0,0,0,0,0,0,,Destinataria trasmissione protocollo,procura generale presso la corte di appello di torino | procura ordinaria/tribunale/corte d'appello | torino | torino | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Ambito Territoriale X di Biella - Ufficio Scolastico Regionale per il Piemonte - MIUR,Scuole/Ufficio scolastico provinciale e regionale,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,ambito territoriale x di biella - ufficio scolastico regionale per il piemonte - miur | scuole/ufficio scolastico provinciale e regionale | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Dipartimento Culture Politica e Società dell’Università degli Studi di Torino (Polo di Biella),Università,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,dipartimento culture politica e societa dell'universita degli studi di torino (polo di biella) | universita | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Non Sei Sola Uscire dal Silenzio Contro la Violenza,Ente terzo settore - ETS (iscritto al RUNTS),,,,,comune,,,0,"firmatario, attore, gestione",gestione,1,0,1,1,0,0,1,0,0,,Firmatario del protocollo; gestisce Punto di Ascolto Antiviolenza,associazione non sei sola uscire dal silenzio contro la violenza | ente terzo settore - ets (iscritto al runts) |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Punto di Ascolto Antiviolenza,CAV/Centri Antiviolenza,,,,,comune,,,0,attore,,0,0,1,0,0,0,0,0,0,,Gestito da Associazione Non Sei Sola Uscire dal Silenzio Contro la Violenza,punto di ascolto antiviolenza | cav/centri antiviolenza |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione PaViol Percorsi Antiviolenza,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo; collabora con Rete Antiviolenza; attiva servizio S.P.A.M.,associazione paviol percorsi antiviolenza | associazioni di promozione sociale | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Servizio Psicologico rivolto agli Autori di Violenza (S.P.A.M.),"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",,,,,comune,,,0,attore,,0,0,1,0,0,0,0,0,0,,Attivato e sviluppato da Associazione PaViol Percorsi Antiviolenza,"servizio psicologico rivolto agli autori di violenza (s.p.a.m.) | associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt"
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Underground,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo; volontariato e raccolta fondi per Casa Rifugio,associazione underground | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione VocidiDONNE,Ente terzo settore - ETS (iscritto al RUNTS),,,,,comune,,,0,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,associazione vocididonne | ente terzo settore - ets (iscritto al runts) |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Donne Nuove,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,associazione donne nuove | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Se Non Ora Quando? Biella,Ente terzo settore - ETS (iscritto al RUNTS),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Firmatario del protocollo,associazione se non ora quando? biella | ente terzo settore - ets (iscritto al runts) | biella | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Associazione Save The Children Italia ONLUS,Ente terzo settore - ETS (iscritto al RUNTS),,,,,comune,,,0,"firmatario, attore, gestione",gestione,1,0,1,1,0,0,1,0,0,,Firmatario del protocollo; gestisce Centro 'I Germogli' a Ponderano,associazione save the children italia onlus | ente terzo settore - ets (iscritto al runts) |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Centro I Germogli,Case Rifugio,Ponderano,Biella,BI,Piemonte,comune,45.5385081,8.05681,1,attore,,0,0,1,0,0,0,0,0,0,,Gestito da Save The Children; seconda accoglienza donne e bambini,centro i germogli | case rifugio | ponderano | biella | piemonte | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Regione Piemonte,Regioni/Province Autonome,,,,,regione,,,0,coordinamento,coordinamento,0,0,0,0,0,1,1,0,0,,Momenti di coordinamento e assessorato regionale,regione piemonte | regioni/province autonome |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Dipartimento per le Pari Opportunità,Organismi di parità,,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Presentazione richieste di finanziamento,dipartimento per le pari opportunita | organismi di parita |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Difensore civico regionale,Altro,,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Collaborazione nelle pari opportunità,difensore civico regionale | altro |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Ambito Scolastico Provinciale,Scuole/Ufficio scolastico provinciale e regionale,,,,,provincia,,,0,,,0,0,0,0,0,0,0,0,0,,Collaborazione per attività divulgative ed educative,ambito scolastico provinciale | scuole/ufficio scolastico provinciale e regionale |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Dirigenza scolastica autonoma,Scuole/Ufficio scolastico provinciale e regionale,,,,,provincia,,,0,,,0,0,0,0,0,0,0,0,0,,Collaborazione,dirigenza scolastica autonoma | scuole/ufficio scolastico provinciale e regionale |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Istituti di istruzione e di formazione professionale,Scuole/Ufficio scolastico provinciale e regionale,,,,,provincia,,,0,,,0,0,0,0,0,0,0,0,0,,Attività di divulgazione ed educazione,istituti di istruzione e di formazione professionale | scuole/ufficio scolastico provinciale e regionale |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Rete Antiviolenza,Altro,,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Rete provinciale; promuove strategie condivise,rete antiviolenza | altro |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Tavolo Provinciale sulle Pari Opportunità,Organismi di parità,,,,,provincia,,,0,,,0,0,0,0,0,0,0,0,0,,Confronto sul tema,tavolo provinciale sulle pari opportunita | organismi di parita |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Equipe di Coordinamento del Centro Antiviolenza,CAV/Centri Antiviolenza,,,,,comune,,,0,"attore, coordinamento",coordinamento,0,0,1,0,0,1,1,0,0,,Coordina protocollo antiviolenza,equipe di coordinamento del centro antiviolenza | cav/centri antiviolenza |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904120005_4166---protocollo.txt,Forza di Polizia,Carabinieri/Polizia/altre forze dell'ordine,,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Responsabili individuati dalla Procura,forza di polizia | carabinieri/polizia/altre forze dell'ordine |  |  |  | 01_2406_rta_01_240904120005_4166---protocollo.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Consorzio CISSABO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Cossato,Biella,BI,Piemonte,comune,45.5701108,8.1805973,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,ente capofila,"Firmatario, gestore Centro Antiviolenza, partner Casa Rifugio","consorzio cissabo | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | cossato | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,Consorzio IRIS,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, partner Centro Antiviolenza e Casa Rifugio","consorzio iris | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,ASL BI,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, partner Centro Antiviolenza, Consultorio Familiare, Struttura Complessa Neuropsichiatria Infantile, Dipartimento Materno Infantile",asl bi | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Anteo Impresa Cooperativa Sociale,IMPRESE SOCIALI,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, gestore Casa Rifugio ad indirizzo segreto",anteo impresa cooperativa sociale | imprese sociali | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Non sei sola. Uscire dal silenzio - Contro la violenza OdV,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, partner Centro Antiviolenza",associazione non sei sola. uscire dal silenzio - contro la violenza odv | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione Underground OdV,ORGANIZZAZIONI DI VOLONTARIATO,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, gestore attività volontariato e raccolta fondi Casa Rifugio",associazione underground odv | organizzazioni di volontariato | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione di Promozione Sociale PaViol Percorsi Antiviolenza APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,"Firmatario, servizi psicoterapia e prevenzione",associazione di promozione sociale paviol percorsi antiviolenza aps | associazioni di promozione sociale | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Centro Antiviolenza di Biella,CAV/Centri Antiviolenza,Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,attore,,0,0,1,0,0,0,0,0,0,,Iscritto all’Albo della Regione Piemonte sezione A n. 11 del 17.08.2017,centro antiviolenza di biella | cav/centri antiviolenza | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Casa Rifugio Biellese,Case Rifugio,,,,,comune,,,0,attore,,0,0,1,0,0,0,0,0,0,,Iscritta all’Albo della Regione Piemonte sezione B n. 8 del 17.08.2017; gestita da Anteo Impresa Cooperativa Sociale,casa rifugio biellese | case rifugio |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Provincia di Biella,Province/Città metropolitane,Biella,Biella,BI,Piemonte,provincia,45.571168,8.100825,1,,,0,0,0,0,0,0,0,0,0,,Promozione e sottoscrizione primi protocolli,provincia di biella | province/citta metropolitane | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Consigliera di Parità,Organismi di parità,,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Firmatario dei precedenti protocolli,consigliera di parita | organismi di parita |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Procura della Repubblica,Procura Ordinaria/Tribunale/Corte d'appello,,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Firmatario dei precedenti protocolli,procura della repubblica | procura ordinaria/tribunale/corte d'appello |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Università degli Studi di Torino,Università,Torino,Torino,TO,Piemonte,comune,45.0732891,7.6806958,1,,,0,0,0,0,0,0,0,0,0,,Firmatario dei precedenti protocolli; Dipartimento Culture Politica e Società (Polo di Biella),universita degli studi di torino | universita | torino | torino | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Ambito Territoriale n. 10 di Biella,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,,,0,0,0,0,0,0,0,0,0,,Firmatario protocollo 2011,"ambito territoriale n. 10 di biella | ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, societa della salute) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,Ospedale di Ponderano (ASL BI),"Ospedale (Pronto soccorso, ecc.)",,,,,comune,,,0,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Coinvolto nei percorsi di accoglienza,"ospedale di ponderano (asl bi) | ospedale (pronto soccorso, ecc.) |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt"
01_2406_rta_01_240904121349_4166---convenzione.txt,Struttura Complessa Neuropsichiatria Infantile ASL BI,Altro,,,,,comune,,,0,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Partner per interventi in favore dei minori vittime di violenza assistita,struttura complessa neuropsichiatria infantile asl bi | altro |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Dipartimento Materno Infantile ASL BI,Altro,,,,,comune,,,0,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Partner per interventi in favore dei minori,dipartimento materno infantile asl bi | altro |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Equipe Multidisciplinare ASL BI,Altro,,,,,comune,,,0,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Presa in carico dei casi di maltrattamento ed abuso ai danni di minori,equipe multidisciplinare asl bi | altro |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Servizi Sociali Territoriali,Servizi sociali comunali,,,,,comune,,,0,attore,,0,0,1,0,0,0,0,0,0,,Attivazione percorsi Casa Rifugio; raccordo Centro Antiviolenza,servizi sociali territoriali | servizi sociali comunali |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Consultorio ASL BI di Biella,ASL (consultori familiari e altri servizi territoriali),Biella,Biella,BI,Piemonte,comune,45.5665653,8.0538009,1,"firmatario, attore",,1,0,1,0,0,0,0,0,0,,Psicologa e assistente sociale dedicate al Centro Antiviolenza,consultorio asl bi di biella | asl (consultori familiari e altri servizi territoriali) | biella | biella | piemonte | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Save The Children Italia ONLUS,Ente terzo settore - ETS (iscritto al RUNTS),,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Firmatario di protocolli precedenti,save the children italia onlus | ente terzo settore - ets (iscritto al runts) |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
01_2406_rta_01_240904121349_4166---convenzione.txt,Associazione VocidiDONNE,Ente terzo settore - ETS (iscritto al RUNTS),,,,,comune,,,0,,,0,0,0,0,0,0,0,0,0,,Sottoscrittore protocollo pregresso,associazione vocididonne | ente terzo settore - ets (iscritto al runts) |  |  |  | 01_2406_rta_01_240904121349_4166---convenzione.txt
