record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,n_record_aggregati,files,ruoli_documentali_aggregati
022_0004,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Fiorentina Nord Ovest,Società della Salute Fiorentina Nord Ovest,SOCIETA DELLA SALUTE FIORENTINA NORD OVEST,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,,1,09_FIRENZE Linee-di-indirizzo2024.txt,attore|firmatario
022_0005,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Fiorentina Sud Est,Società della Salute Fiorentina Sud Est,SOCIETA DELLA SALUTE FIORENTINA SUD EST,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,,1,09_FIRENZE Linee-di-indirizzo2024.txt,attore|firmatario
022_0001,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Firenze,Società della Salute Firenze,SOCIETA DELLA SALUTE FIRENZE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,Firenze,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,,1,09_FIRENZE Linee-di-indirizzo2024.txt,attore|firmatario
022_0003,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Mugello,Società della Salute Mugello,SOCIETA DELLA SALUTE MUGELLO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,,1,09_FIRENZE Linee-di-indirizzo2024.txt,attore|firmatario
027_0030,09_PISTOIA PROV .txt,Societa della Salute Valdinievole,Società della Salute Valdinievole,SOCIETA DELLA SALUTE VALDINIEVOLE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
026_0049,09_PISA PREF E PROV.txt,Società della Salute Zona Alta Valdicecina-Valdera,Società della Salute Zona Alta Valdicecina-Valdera,SOCIETA DELLA SALUTE ZONA ALTA VALDICECINA-VALDERA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
026_0050,09_PISA PREF E PROV.txt,Società della Salute Zona Empolese Valdarno Valdelsa,Società della Salute Zona Empolese Valdarno Valdelsa,SOCIETA DELLA SALUTE ZONA EMPOLESE VALDARNO VALDELSA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
026_0048,09_PISA PREF E PROV.txt,Società della Salute Zona Pisana,Società della Salute Zona Pisana,SOCIETA DELLA SALUTE ZONA PISANA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
020_0010,09_APUANE_2015 Protocollo Prefettura.txt,Societa della Salute della Lunigiana,Società della Salute della Lunigiana,SOCIETA DELLA SALUTE DELLA LUNIGIANA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,1,09_APUANE_2015 Protocollo Prefettura.txt,attore|firmatario
012_0011,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione Comuni modenesi dell’Area Nord,Unione Comuni modenesi dell'Area Nord,UNIONE COMUNI MODENESI DELL'AREA NORD,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,,none,generico,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,attore|firmatario
021_0019,09_AREZZO Prot_2024-2026.txt,Zone Socio-Sanitarie,Zone Socio-Sanitarie,ZONE SOCIO-SANITARIE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,generico,,0,0,0,,"Citato come rappresentanza Comuni, firmatario storico protocolli",,1,09_AREZZO Prot_2024-2026.txt,
002_0014,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,centri di accoglienza del sistema SAI del Comune di Genova,centri di accoglienza del sistema SAI del Comune di Genova,CENTRI DI ACCOGLIENZA DEL SISTEMA SAI DEL COMUNE DI GENOVA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,Genova,Genova,Liguria,json,valido_localizzato,,0,0,0,,,,1,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,
026_0058,09_PISA PREF E PROV.txt,AIED,AIED,AIED,Altro,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Associazione Italiana Educazione Demografica; azioni di sensibilizzazione e prevenzione nelle scuole,,1,09_PISA PREF E PROV.txt,attore|firmatario
005_0070,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,AIPI,AIPI,AIPI,IMPRESE SOCIALI,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Bologna,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,02507641203,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
005_0069,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,APPC,APPC,APPC,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,firmatario|attore,1,1,0,,Associazione Piccoli Proprietari Case,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
002_0003,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Agora soc. coop. soc.,Agora soc. coop. soc,AGORA SOC. COOP. SOC,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Genova,Genova,Liguria,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,attore|firmatario
028_0018,09_PRATO PREF.txt,Alice Cooperativa Sociale,Alice Cooperativa Sociale,ALICE COOPERATIVA SOCIALE,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Firenze,Firenze,Toscana,json,valido_localizzato,firmatario,0,1,0,,Appare come parte del nome del Centro Antiviolenza La Nara nell'elenco dei firmatari,94082880488,1,09_PRATO PREF.txt,firmatario
002_0004,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Arci Solidarieta Genova ODV,Arci Solidarieta Genova ODV,ARCI SOLIDARIETA GENOVA ODV,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Genova,Genova,Liguria,json,valido_localizzato,firmatario|attore,1,1,0,,,95097980106,1,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,attore|firmatario
026_0060,09_PISA PREF E PROV.txt,Arnera Societa Cooperativa Sociale,Arnera Società Cooperativa Sociale,ARNERA SOCIETA COOPERATIVA SOCIALE,IMPRESE SOCIALI,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pontedera,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,strutture di accoglienza per donne in situazione di disagio socio economico,90055170501,1,09_PISA PREF E PROV.txt,attore|firmatario
023_0039,09_GROSSETO 2022 fpdf.txt,Ascom,Ascom,ASCOM,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,,1,09_GROSSETO 2022 fpdf.txt,
006_0027,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Ascom Confcommercio Ferrara,Ascom Confcommercio Ferrara,ASCOM CONFCOMMERCIO FERRARA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,Ferrara,Ferrara,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,attore|firmatario
020_0020,09_APUANE_2015 Protocollo Prefettura.txt,Associazione A.R.P.A.,Associazione A.R.P.A,ASSOCIAZIONE A.R.P.A,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Massa,Massa-Carrara,Toscana,json,valido_localizzato,,0,0,0,,,,1,09_APUANE_2015 Protocollo Prefettura.txt,
030_0012,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Associazione Amica Donna,Associazione Amica Donna,ASSOCIAZIONE AMICA DONNA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Montepulciano,Siena,Toscana,json,valido_localizzato,attore,1,0,0,,"presta servizio di ascolto e consulenza legale, prevenzione, sostegno, accoglienza, assistenza alle donne",90015690523,1,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
019_0033,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Associazione Atelier Vantaggio Donna,Associazione Atelier Vantaggio Donna,ASSOCIAZIONE ATELIER VANTAGGIO DONNA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Castelfiorentino,Firenze,Toscana,json,valido_localizzato,attore,1,0,0,,Supporto tecnico-progettuale e formazione,91011120523,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore
020_0021,09_APUANE_2015 Protocollo Prefettura.txt,Associazione C.LF.,Associazione C.LF,ASSOCIAZIONE C.LF,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Carrara,Massa-Carrara,Toscana,json,valido_localizzato,,0,0,0,,,,1,09_APUANE_2015 Protocollo Prefettura.txt,
010_0026,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Associazione Centro di Aiuto alla Vita di Cesena,Associazione Centro di Aiuto alla Vita di Cesena,ASSOCIAZIONE CENTRO DI AIUTO ALLA VITA DI CESENA,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Cesena,Forli-Cesena,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,promozione e sostegno della maternità e genitorialità,90006380407,1,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,attore|firmatario
026_0057,09_PISA PREF E PROV.txt,Associazione Donne In Movimento,Associazione Donne In Movimento,ASSOCIAZIONE DONNE IN MOVIMENTO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,numero di reperibilità per emergenze per donne vittime di violenza; accoglienza in caso di fuga,01415510500,1,09_PISA PREF E PROV.txt,attore|firmatario
026_0055,09_PISA PREF E PROV.txt,Associazione Eunice,Associazione Eunice,ASSOCIAZIONE EUNICE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pontedera,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,sportello di ascolto per le vittime di violenza,90043720508,1,09_PISA PREF E PROV.txt,attore|firmatario
010_0024,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Associazione Grazia e Pace,Associazione Grazia e Pace,ASSOCIAZIONE GRAZIA E PACE,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Cesena,Forli-Cesena,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,gestione servizi di riabilitazione e protezione per donne e famiglie,90029390409,1,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,attore
012_0024,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Associazione Gruppo Donne e Giustizia,Associazione Gruppo Donne e Giustizia,ASSOCIAZIONE GRUPPO DONNE E GIUSTIZIA,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Modena,Modena,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,94063210366,1,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,attore|firmatario
024_0015,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Associazione LUI APS,Associazione LUI APS,ASSOCIAZIONE LUI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,92129790496,1,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,attore
026_0056,09_PISA PREF E PROV.txt,Associazione Le Amiche di Mafalda,Associazione Le Amiche di Mafalda,ASSOCIAZIONE LE AMICHE DI MAFALDA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pomarance,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,90046580503,1,09_PISA PREF E PROV.txt,attore|firmatario
010_0022,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Associazione Mater Caritatis,Associazione Mater Caritatis,ASSOCIAZIONE MATER CARITATIS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Cesena,Forli-Cesena,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,"strumento gestionale Caritas Diocesana, tramite Comune di Cesena",90056480404,1,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,attore
008_0006,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Associazione MondoDonna Onlus,Associazione MondoDonna Onlus,ASSOCIAZIONE MONDODONNA ONLUS,IMPRESE SOCIALI,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Bologna,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,03555131204,1,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,attore|firmatario
023_0038,09_GROSSETO 2022 fpdf.txt,Associazione Olympia de Gouges,Associazione Olympia de Gouges,ASSOCIAZIONE OLYMPIA DE GOUGES,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,gestore del centro antiviolenza 'Olympia de Gouges',92037730535,1,09_GROSSETO 2022 fpdf.txt,attore
023_0044,09_GROSSETO 2022 fpdf.txt,Associazione P.A. Humanitas,Associazione P.A. Humanitas,ASSOCIAZIONE P.A. HUMANITAS,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,,1,09_GROSSETO 2022 fpdf.txt,
010_0028,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Associazione Per le Donne,Associazione Per le Donne,ASSOCIAZIONE PER LE DONNE,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,,none,valido_non_localizzato,attore,1,0,0,,"promozione, sensibilizzazione e prevenzione della violenza di genere",,1,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,attore
005_0093,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Associazione Piccoli Proprietari Case,Associazione Piccoli Proprietari Case,ASSOCIAZIONE PICCOLI PROPRIETARI CASE,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,attore,1,0,0,,APPC,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore
024_0016,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Associazione Psicosfera,Associazione Psicosfera,ASSOCIAZIONE PSICOSFERA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,92137360498,1,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,attore
024_0014,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Associazione Randi APS,Associazione Randi APS,ASSOCIAZIONE RANDI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,Centro antiviolenza e casa rifugio,92054970493,1,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,attore
008_0007,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Associazione SOS Donna,Associazione SOS Donna,ASSOCIAZIONE SOS DONNA,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Faenza,Ravenna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,90014420393,1,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,attore|firmatario
025_0013,09_LUCCA PROV.txt,Associazioni del Terzo Settore,Associazioni del Terzo Settore,ASSOCIAZIONI DEL TERZO SETTORE,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Associazioni presenti sul territorio provinciale,,1,09_LUCCA PROV.txt,attore|firmatario
022_0032,09_FIRENZE Linee-di-indirizzo2024.txt,CAM Centro Uomini Maltrattanti,CAM Centro Uomini Maltrattanti,CAM CENTRO UOMINI MALTRATTANTI,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti","Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,Indicato per percorsi con uomini autori di violenza,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
007_0036,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,CAM Centro di Ascolto per Uomini Maltrattanti APS di Ferrara,CAM Centro di Ascolto per Uomini Maltrattanti APS di Ferrara,CAM CENTRO DI ASCOLTO PER UOMINI MALTRATTANTI APS DI FERRARA,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti","Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,Ferrara,Ferrara,Emilia-Romagna,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,"Firmatario, trattamento uomini autori di violenza, formazione operatori",,1,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,attore|firmatario|soggetto_proponente
019_0034,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,CAM Firenze,CAM Firenze,CAM FIRENZE,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti","Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Destinato a uomini autori di violenza,,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore
005_0060,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,CGIL,CGIL,CGIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
027_0033,09_PISTOIA PROV .txt,CGIL Provinciale,CGIL Provinciale,CGIL PROVINCIALE,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
008_0018,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,CGIL — Bologna,CGIL — Bologna,CGIL — BOLOGNA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,Bologna,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,1,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,attore|firmatario|soggetto_proponente
023_0040,09_GROSSETO 2022 fpdf.txt,CIA,CIA,CIA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,,1,09_GROSSETO 2022 fpdf.txt,
005_0061,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,CISL,CISL,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
008_0019,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,CISL Area metropolitana Bolognese,CISL Area metropolitana Bolognese,CISL AREA METROPOLITANA BOLOGNESE,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,attore|firmatario
027_0034,09_PISTOIA PROV .txt,CISL Provinciale,CISL Provinciale,CISL PROVINCIALE,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
020_0036,09_APUANE_2015 Protocollo Prefettura.txt,C.I.S.M.A.I.,CISMAI – Coordinamento Italiano dei Servizi contro il Maltrattamento e l'Abuso all'Infanzia,CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA,Altro,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,Coordinamento italiano dei servizi contro il maltrattamento e l'abuso all'infanzia,,2,09_APUANE_2015 Protocollo Prefettura.txt | 09_FIRENZE Linee-di-indirizzo2024.txt,
008_0013,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,CNA Bologna,CNA Bologna,CNA BOLOGNA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,Bologna,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,1,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,attore|firmatario|soggetto_proponente
016_0009,08_2406_rta_08_241015092005_4166---DG216-2024.txt,CNA Piacenza,CNA Piacenza,CNA PIACENZA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,soggetto_proponente|attore,1,0,1,,,,1,08_2406_rta_08_241015092005_4166---DG216-2024.txt,attore|soggetto_proponente
005_0068,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,CONIA,CONIA,CONIA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,,none,generico,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
