record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,n_record_aggregati,files,ruoli_documentali_aggregati
020_0042,09_APUANE_2015 Protocollo Prefettura.txt,Terzo Settore,Terzo Settore,TERZO SETTORE,Altro,Altro,Altro,,,Toscana,nome,generico,,0,0,0,,,,1,09_APUANE_2015 Protocollo Prefettura.txt,
030_0016,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Società della salute,Società della Salute,SOCIETA DELLA SALUTE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,generico,attore,1,0,0,,,,1,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
021_0019,09_AREZZO Prot_2024-2026.txt,Zone Socio-Sanitarie,Zone Socio-Sanitarie,ZONE SOCIO-SANITARIE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,generico,,0,0,0,,"Citato come rappresentanza Comuni, firmatario storico protocolli",,1,09_AREZZO Prot_2024-2026.txt,
020_0032,09_APUANE_2015 Protocollo Prefettura.txt,Unione Europea,Unione Europea,UNIONE EUROPEA,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Firenze,Firenze,Toscana,json,da_escludere,,0,0,0,,,01859150466,1,09_APUANE_2015 Protocollo Prefettura.txt,
025_0014,09_LUCCA PROV.txt,Centri Antiviolenza,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,,Toscana,nome,generico,firmatario|attore,1,1,0,,,,4,09_LUCCA PROV.txt | 09_PISA PREF E PROV.txt | 09_PISTOIA PROV .txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,attore|firmatario
025_0009,09_LUCCA PROV.txt,Comuni,Comuni,COMUNI,Comuni,Comuni,Enti territoriali / servizi comunali,,,Toscana,nome,generico,firmatario|attore,1,1,0,,Tutti i Comuni della provincia coinvolti,,1,09_LUCCA PROV.txt,attore|firmatario
006_0029,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Emilia-Romagna,nome,generico,attore,1,0,0,,Intervengono su segnalazione e per la presa in carico di situazioni di violenza,,2,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,attore
002_0020,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Liguria,nome,generico,,0,0,0,,,,1,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,
019_0020,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Servizi sociali comunali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,generico,attore,1,0,0,,Presa in carico integrata,,3,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt | 09_FIRENZE Linee-di-indirizzo2024.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,attore
017_0013,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,Autorità Giudiziaria,Autorita Giudiziaria,AUTORITA GIUDIZIARIA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Emilia-Romagna,nome,generico,,0,0,0,,,,1,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,
022_0033,09_FIRENZE Linee-di-indirizzo2024.txt,Autorita giudiziaria,Autorita giudiziaria,AUTORITA GIUDIZIARIA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di segnalazioni e interlocutore nei percorsi,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
017_0022,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,Carabinieri,Carabinieri,CARABINIERI,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Emilia-Romagna,nome,generico,attore,1,0,0,,Pronto intervento 112,,1,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,attore
030_0018,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Carabinieri,Carabinieri,CARABINIERI,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,,,1,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
015_0016,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Emilia-Romagna,nome,generico,,1,0,0,,,,3,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,attore
001_0013,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Liguria,nome,generico,attore,1,0,0,,,,2,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt | 07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,attore
021_0020,09_AREZZO Prot_2024-2026.txt,FF.OO.,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,1,1,0,,Forze dell’ordine indicate tra i soggetti rappresentati dalla Prefettura,,3,09_AREZZO Prot_2024-2026.txt | 09_PISA PREF E PROV.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,attore|firmatario
019_0029,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Forze di Polizia Giudiziaria,Forze di Polizia Giudiziaria,FORZE DI POLIZIA GIUDIZIARIA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,,,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore
019_0031,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Guardia di Finanza,Guardia di Finanza,GUARDIA DI FINANZA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,,,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore
011_0030,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Polizia Giudiziaria,Polizia Giudiziaria,POLIZIA GIUDIZIARIA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Emilia-Romagna,nome,generico,attore,1,0,0,,"Include Questura, Carabinieri, Polizia",,1,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,attore
029_0019,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Polizia Giudiziaria,Polizia Giudiziaria,POLIZIA GIUDIZIARIA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,"Riceve referti, denunce; coinvolta in indagini",,1,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,attore
007_0022,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Polizia di Stato,Polizia di Stato,POLIZIA DI STATO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Emilia-Romagna,nome,generico,attore,1,0,0,,,,3,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt | 08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,attore
030_0017,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Polizia di Stato,Polizia di Stato,POLIZIA DI STATO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,,,1,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
022_0036,09_FIRENZE Linee-di-indirizzo2024.txt,Presidente del Tribunale,Presidente del Tribunale,PRESIDENTE DEL TRIBUNALE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Puo fissare udienza e acquisire relazioni dei servizi,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
025_0003,09_LUCCA PROV.txt,Procura della Repubblica,Procura della Repubblica,PROCURA DELLA REPUBBLICA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,firmatario|attore,1,1,0,,,,2,09_LUCCA PROV.txt | 09_PISA PREF E PROV.txt,attore|firmatario
022_0034,09_FIRENZE Linee-di-indirizzo2024.txt,Procura minorile,Procura minorile,PROCURA MINORILE,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di segnalazioni e interlocutore nei percorsi,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
029_0026,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Questura,Questura,QUESTURA,Questura,Questura,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di denunce/referti,,1,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,
022_0035,09_FIRENZE Linee-di-indirizzo2024.txt,Tribunale Ordinario,Tribunale Ordinario,TRIBUNALE ORDINARIO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di segnalazioni e interlocutore nei percorsi,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
007_0051,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Tribunale ordinario,Tribunale ordinario,TRIBUNALE ORDINARIO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Emilia-Romagna,nome,generico,,0,0,0,,Invii a CAM,,2,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,
029_0028,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Ambulatorio,Ambulatorio,AMBULATORIO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,,,Toscana,nome,generico,,0,0,0,,Ambito sanitario per visite/cure,,1,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,
029_0017,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Aziende Sanitarie,Aziende Sanitarie,AZIENDE SANITARIE,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,attore,1,0,0,,Parte dei flussi dati e percorsi codici rosa,,1,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,attore
029_0009,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Aziende sanitarie toscane,Aziende sanitarie toscane,AZIENDE SANITARIE TOSCANE,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,attore,1,0,0,,Destinatarie della diffusione e sperimentazione,,1,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,attore
029_0030,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Consultorio,Consultorio,CONSULTORIO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,,1,0,0,,Intervento su minori e salute donne,,2,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt | 09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
020_0029,09_APUANE_2015 Protocollo Prefettura.txt,Consultorio principale,Consultorio principale,CONSULTORIO PRINCIPALE,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,attore,1,0,0,,,,1,09_APUANE_2015 Protocollo Prefettura.txt,attore
020_0030,09_APUANE_2015 Protocollo Prefettura.txt,Direttore Sanitario,Direttore Sanitario,DIRETTORE SANITARIO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,,0,0,0,,,,1,09_APUANE_2015 Protocollo Prefettura.txt,
011_0020,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Pronto Soccorso,Pronto Soccorso,PRONTO SOCCORSO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,,,Emilia-Romagna,nome,generico,attore,1,0,0,,,,3,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,attore
029_0018,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Pronto Soccorso,Pronto Soccorso,PRONTO SOCCORSO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,,,Toscana,nome,generico,attore,1,0,0,,Ambito di accesso e di intervento,,3,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt | 09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
024_0018,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Servizio Sanitario della Toscana,Servizio Sanitario della Toscana,SERVIZIO SANITARIO DELLA TOSCANA,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,,0,0,0,,,,1,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,
029_0029,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Unità Operativa,Unità Operativa,UNITA OPERATIVA,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,,,Toscana,nome,generico,,0,0,0,,Ambito sanitario specifico,,1,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,
